protein_id	WT_t1	WT_t2	WT_t3	WT_t4	HetEd_t1	HetEd_t2	HetEd_t3	HetEd_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HetRev_t1	HetRev_t2	HetRev_t3	HetRev_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0287	20.322	19.9864	20.9016		20.3964	20.0916	21.0588	20.2371	20.0826	19.5343		19.8001	20.6992	20.1205	20.679		20.6565	19.7762		20.3506
PROT_0288	20.4819	21.4089	20.7897	21.0292		21.1699	21.6209	21.1205	20.8439	21.348	20.7695	21.3339	20.4204	21.0657	20.8202	21.6031	22.0434	21.5878	21.1644	21.3112
PROT_0289	22.0438		21.6669	21.4464	21.8211	21.746	22.0021	21.2169	22.0326	21.2779	21.8851	21.6547	21.3546		22.1548	21.8763	22.3787	21.5415	22.4278	21.7121
PROT_0290	24.2553	24.1576	24.1054	24.355	24.1868	24.4579	24.2336	24.4016	24.3724		24.2299	24.1394	24.2004	24.1952	24.7695	24.2199	24.3983	24.3708	24.3567	24.5046
PROT_0291	19.5495	19.7083	19.8171	19.6146	20.546	20.4646	20.4328	20.052			19.7989			19.8854	19.8328	20.5492	19.0089		19.3934	19.4078
PROT_0292	22.5181	22.5821	22.3449	22.7383	22.4587	22.2953	22.2357	22.8129	22.122	22.721	22.8171	22.9474	22.6985	22.8971	22.602	22.2933	22.475	22.938	22.6437	22.5818
PROT_0293	21.5345	21.2676	21.6809	21.7054	21.9009	21.2198	21.3244	21.6192	21.4899	21.1919	21.372	21.6094	21.5969	21.9774	21.3076	21.4807	21.0218	21.3328	21.4794	21.4732
PROT_0294	22.2669	22.2869	21.8112	22.464	22.3771	21.8209	22.2532	22.1159	22.1279	22.0944	22.108	22.0772	21.708	22.5211	22.3177	22.4531	22.5718	22.2688	22.2531	22.2981
PROT_0295	27.6483	27.2368	27.4965	27.295	27.3992	27.4592	27.3265	27.3604	27.1427	26.8952	27.4215	27.3899	27.5094	26.9836	27.1711	27.3253	27.3434	27.1645	27.0991	27.0484
PROT_0296	20.4112	20.1665	20.1325	20.2393	20.6282	20.3889	19.9317	19.9141		20.5164	20.36	20.9394	19.9086	20.2631	20.4044	20.1091	20.5215	20.6917	20.308	20.04
PROT_0297	23.4402	23.6202	23.3312	23.8382	23.9427	23.6211	23.3697	23.5614	23.5521	23.5912	23.501	24.0518	23.4582	23.66	23.825	23.9391	23.6206	23.7492	23.6644	23.7551
PROT_0298	25.2804	25.0039	24.8745	25.1161	25.1381	25.01	25.0821	24.743	25.2484	25.2158	25.0349	25.0563	25.2757	25.1658	24.9998	25.0711	25.0496	25.0604	25.0128	24.9445
PROT_0299	21.2477	20.5958	21.0023	21.098	21.0726	20.86	20.7674	20.7742	20.6025	20.7016	20.5375	21.5062	20.7212	20.616	21.3243	20.9591	20.9793	20.6548	21.5228	
PROT_0300	22.8129	23.1677	22.8755	23.4319	22.7664	22.795	22.5823	22.9044	22.5288	22.7824	22.5927	22.8677	21.8753	22.3673	22.3171	22.2577	22.6659	22.6902	22.5251	
PROT_0301	25.4412	24.6945	24.699	24.698	24.6778	24.2129	24.6477	24.8128	24.6077	24.7382	24.837	24.4939	24.5402	24.6857	24.6202	24.4144	24.8814	24.5182	24.7375	24.5503
PROT_0302	24.6804	24.3817	24.4242	24.336	24.346	24.0856	24.6791	24.7332	24.3499	24.2866	24.5107		24.1876	24.6591	24.3908	24.2289	24.4307	24.1885	24.2523	24.547
PROT_0303	21.0285	20.1147	20.6119	20.5949		20.5451		20.4892	20.2771	20.2877	20.4987	20.1778	20.3316		20.44	20.6255	20.6781	20.1046	20.3379	19.9296
PROT_0304	24.3739	24.5396	24.5269	24.5208	24.48	24.6182	24.4054	24.3696	24.329	24.5892	24.3693	24.1384	24.3885	24.6613	24.6417	24.6576	24.5036	24.8342	24.4802	24.4028
PROT_0305			19.2949	19.6153	19.9638	19.4141	19.0195	20.1533		19.6015	19.4258	19.8781		20.1823	20.1725	20.12		19.3053	19.894	19.3426
PROT_0306	21.4253	20.9776	20.9535	21.3468	21.5813	21.2816	21.3029	21.4333	21.4152	20.8272	21.0931	21.6017	20.8126	21.3402	20.5901	20.7441	21.1325		21.5706	20.5551
PROT_0307	21.1415	21.3094	21.1415	21.035	20.773	20.9251	20.4978	19.9992	21.0147	20.5572	20.8787	20.5694	20.6038	20.8171	21.2057	21.0136	21.0405	20.6412	21.0523	21.42
PROT_0308	20.7945	20.7648	21.1206	20.9805	21.551	20.7701	20.8947	20.8544	20.4519	21.1323	21.1939	21.5001	21.2138	21.2024	20.583		21.5073	21.5582	20.969	20.9233
PROT_0309	18.6632	18.6708			19.3767			18.7463	19.0527		18.8635		18.489						18.9427	18.7266
PROT_0310	23.5578	23.6557	23.7749	23.9908	23.3135	23.4487	23.3219	23.4082	23.8036	23.7537	23.2592	23.6143	23.63	23.9031	23.6848	23.7304	23.8242		23.8076	23.798
PROT_0311	30.2824	30.1667	30.3308	29.9364	30.1152	30.3096	30.1203	30.098	29.9813	29.976	30.1002	30.1203	30.1815	30.2204	30.2841	30.1432	30.6294	30.5538	30.6203	30.5411
PROT_0312	25.5558	25.6428	25.8126	25.6631	24.9438	24.4641	24.7969	25.0982	24.5391	24.5759	24.836	24.8204	24.7181	24.7987	24.7225	25.0007	24.6302	24.9274	24.6409	24.7368
PROT_0313	25.6878	25.3973	25.4586	25.1049	25.3751	25.2068	25.6944		25.3228	25.0491	25.3758	25.0307	25.3049	25.4404	25.8625	25.2829	25.6076	25.2938	25.3399	25.5583
PROT_0314	24.9126	24.8419	25.3067	25.1985	25.1379	24.9886	25.3244	25.2246	24.9197	24.9661	25.267	25.0012	25.127	25.2155	25.2139	25.1392	25.1799	24.899	25.0973	24.8715
PROT_0315	23.5712	23.2524	23.1678	23.198	23.2061	22.9612		23.1677	23.3089	23.1436	23.111	23.1595	23.0553	22.8606	23.029	22.7723	23.0302	22.8345	22.9739	22.9549
PROT_0316	25.9145	26.083	25.7263	26.0475	26.003	25.6179	25.8634	26.1388	25.6796	25.8716	25.7492	26.0604	26.047	26.0677	25.946	25.7807	25.8562	25.9503	25.8727	25.7326
PROT_0317	24.9341	24.6289	24.8411	24.9728	24.9892	24.6908	24.9534	24.9467	24.8853	25.1561	24.9068	24.6593	24.9872	24.9139	25.0457	24.485	24.9679	24.8934	24.8638	24.707
PROT_0318	24.0478	24.1038	24.2505	24.1691	24.5181	23.8355	24.3452	24.0608	24.4809	24.3247	24.5085	24.302	24.3471	23.9825	24.1816	24.3375	24.5998	24.2316	24.2033	24.5603
PROT_0319	18.7584		19.0264		18.464			18.6689				18.5773				18.1551	17.5732	18.5997		
PROT_0320	20.0349	19.6606	20.1032	20.1797	19.5146		20.2787	19.361	20.7745	20.7437	20.5937		19.7844		20.1883		20.3509	20.2439	20.2998	
PROT_0321													16.1553							
PROT_0322					19.2267	18.725		18.7841			18.3221			19.4403		19.8065		19.4859		
PROT_0323	21.7254	20.9115	21.8102	20.8773	21.7678	21.8126	21.8645	21.751	21.7102	21.6569	21.2283	21.6631	21.4056	21.0918	21.5296	21.2834	21.4456	21.4957	20.9326	21.3326
PROT_0324	21.0416	21.1137	21.5635	21.2111	21.092	20.4077	20.7076	20.8842	20.957	21.2428	21.0918	21.6819	20.8526	21.1101	21.2919	21.0671	20.8113		21.0864	
PROT_0325	18.4697	19.3452	19.5047	18.9493	20.2901	19.7569		19.0704	19.7579	19.0289	18.8773	19.7344	19.2534	19.1041	18.6419	19.8783	18.8469	18.982		18.2135
PROT_0326	24.9747	24.7506	24.8478	24.8849	25.2662		25.6664	25.3803		24.748	25.1988	25.2604	25.0993	25.0044	25.2353	25.1424	25.1742	24.769	25.3337	25.0306
PROT_0327	23.8371	23.7714	23.6105	23.9558	23.4151		23.8406	23.8383	23.6995	23.5611	23.7711	24.1121	23.6745		23.697	23.7585	23.6966	23.7321	24.0922	23.7216
PROT_0328		21.3268	20.8036	21.0334	20.856	21.2868	21.0368	20.8319	21.5061	21.3452	21.5988	21.1576	20.9999	21.494	21.6088	21.2373	20.7645	21.3693	20.5644	21.0468
PROT_0329	21.2661	20.6806	20.5174	21.2649	20.7885	21.1161	21.2273		20.4998	20.6617	20.8003	21.2222	20.6822	21.6165		21.2338	21.1268	21.2396	21.0214	21.1639
PROT_0330	23.5083	23.5496	23.7468	23.7038	23.5916	23.8382	23.558	23.8376	23.4518	23.924	23.7037	23.7299	23.7614	23.6495	23.9931	23.852	24.0796	23.6976	23.9049	23.8109
PROT_0331	18.6206	19.5855	19.3065	19.4223	19.6528	19.1692	19.9841	19.8766	19.7131	19.7627	19.3625	19.1434	19.509	19.9659	18.933	19.9704		19.3498	19.7716	19.7621
PROT_0332	23.9555	24.1499	24.4598	23.8856	23.9263	23.8307	23.7555	24.1033	24.065	23.9392	24.0329	23.8207	24.3973	24.5709	24.2971	23.6919	24.0084	24.2387	24.1508	24.1582
PROT_0333	23.5321	23.1183	23.3641	23.3124	23.3016	23.1504	23.0509	23.4686	23.2207	23.3973	22.9577	23.3751	23.2476	23.5419	23.0318	23.5389	23.5963	23.3348	23.37	23.464
PROT_0334	19.052		20.2641	20.0083		18.9805	19.028		19.4042	19.9027	19.8289	20.5427	19.1325	19.2523	19.4239	19.555	19.7694			19.8971
PROT_0335	23.4923	23.4411	23.6512	23.5958	23.6581		23.4997	23.6281	23.3782	23.7319	23.7508	23.3621	23.7891	23.8848		23.6172	24.0223	23.5485	23.682	23.8154
PROT_0336	25.5533	25.3	25.5709	25.6653	25.7507	25.6406	25.6282	25.7354	25.7669	25.8414	25.579	25.8759	25.2839	25.5822	25.7954	25.913	25.832	26.1138	25.704	25.72
PROT_0337	25.66	25.7212	25.3952	25.5219	25.8334	25.8738	25.7563	25.7408	25.4934	25.855	25.5094	25.6429	25.3814	25.8471	25.6994	25.6264	25.6978	25.6083	25.4491	25.3626
PROT_0338		18.895	18.5398	19.0708	19.4632	18.6352	18.344	19.4259		19.573	18.6613		18.9358	19.3253	19.4332			18.8536	19.4028	19.2809
PROT_0339	23.5078	23.4895	23.4287	23.105	23.4093	23.5715	23.4348	23.69	23.5902	23.0457	23.5084	23.3934	23.685	23.1155		23.2151	23.3552	23.3198	23.2763	23.6221
PROT_0340	23.7784	24.0179	24.406	24.4541	24.5132		24.2898	24.5412	24.3101	24.3958	24.4095	24.3519	24.2992	24.599	24.2895	24.4223	24.3191	24.4392	23.888	24.3819
PROT_0341	24.6503	24.4544	24.4049	24.5369	24.9529	24.5741	24.4868	24.3958	24.6877	24.0664	24.5668	24.4098	24.2188	24.6745	24.6684	24.7821	24.463	24.4726	24.304	24.5558
PROT_0342	20.239		20.6054	20.4322	20.3991	19.4952	20.3372	20.1005	19.5341	20.1297	19.7738	20.1268			20.8194		20.0677	19.7612	20.6711	20.2609
PROT_0343	18.8151	19.2767	19.1491	20.2998	20.0522	19.6275	19.7285	19.3654				19.4499	19.515	19.3758	19.8833	20.4787	19.208	19.7705	19.0854	19.6647
PROT_0344	23.1449	22.6797	23.0646	22.9225	23.1415	22.9289	22.8258		22.7666	22.8113	22.8627	22.8254	23.0	23.3318	22.8965	23.0175	23.0531	23.1933	22.7466	23.0464
PROT_0345	23.1817	23.162	23.4347	23.0238	23.1973	23.2046	23.1436	23.3033	22.9364	23.4291	23.1725	23.2681	22.8486	23.2856	23.2738	23.5931	23.435	22.8601	23.3134	23.3181
PROT_0346	22.2598	22.4319	22.6912	22.3491	22.447	22.4831	22.8205	22.4091	22.3325	22.7561	22.2381	22.2754	22.7424	22.7801	22.9158	22.3402	22.6132	22.9238	22.1688	22.0572
PROT_0347	21.5008	21.6162	21.6789	21.3381	21.1763	21.5766	21.2749	21.8979	21.465	21.8187	21.5864	21.179	20.9878	21.5694	21.977	21.3129	21.5896	21.3139	21.6253	21.204
PROT_0348	19.3377		18.7476	19.726		19.0857	19.3344	20.2766	19.9801	20.5184	19.8913	18.6714	19.7763	19.4002	19.7878	19.1286	20.0004	19.8805	19.9874	19.4945
PROT_0349	24.4679	24.7645	24.5613	24.2624	24.3407	24.3842	24.1772	24.3431	24.1262	24.1475	23.7811	24.2153		24.3065	24.6483	24.6902	24.462	24.6738	24.4838	24.3848
PROT_0350	19.8334	20.1867	19.8364		20.3306	20.6404	19.6748	20.0608	20.6162	20.6907	20.0055	20.2083	20.153	20.4204	20.0772	19.9446	20.1723	20.177	20.5176	20.2133
PROT_0351	19.6184	19.7743	19.8863		20.3491	19.9263	20.405	20.4568		19.8981	20.4356	20.3386	19.9067		20.1789	20.2242		19.6314		19.9247
PROT_0352		19.3028	19.7108						19.3501	19.2265		19.6954	19.818	19.9734		19.94	18.9608		19.509	19.0129
PROT_0353	22.194	22.2233	22.5449	21.9307	22.3351	21.7736	22.4467	21.6914	22.4632	22.1872	22.7718	22.0243	22.0907	22.1514	21.8618	21.7428	22.0803	21.8342	22.5823	22.1469
PROT_0354	26.2777	26.3141	26.3685	26.4028	26.6956	26.4428	26.6477	26.6283	26.0111		26.4535	26.5216		26.8603	27.1432	26.925	26.2687	26.2114	26.0299	26.2791
PROT_0355	25.1331	24.8236	24.9364	24.9373	25.0522	24.9477	25.194	25.3729	25.1841	24.806	24.8849	24.9871	25.4091	25.4068	25.1826	24.9976	25.6093	25.1783	25.0861	24.9245
PROT_0356	21.6244	21.5764	21.4863	21.6236	21.5358	21.1739	22.0479	21.2003	21.9613	21.6376	21.3685	21.8872	21.6336	21.6735	21.5117	21.9745	21.4989	21.8971	21.1609	21.2728
PROT_0357	21.2656	21.6214	21.2496	21.371	21.6825	21.6124	22.086	21.5666	21.589	21.615	21.3626	21.4717	21.512	21.657	21.2622	21.3505	21.8238	21.585	21.3743	21.1665
PROT_0358	25.5871	25.5445	25.8565	25.6037	25.9905	25.5936	26.0672	25.9818	25.8587	25.7623	26.0614	25.9504	25.7256	25.8571	25.7286	25.5575	25.9717	25.8017	25.8856	25.6182
PROT_0359	19.6606	20.548	20.7558		20.3266	19.5325	20.2683	20.515	20.2858	19.7402	19.9263	20.1755	19.7771	20.6193	19.9388	19.7911	20.0748	19.9421	20.3053	20.0763
PROT_0360	24.65	24.7792	24.7907		25.0286	24.9699	24.8593	24.4351	24.5302	24.2656	24.9006	24.776	24.8548	24.8319	24.9536	24.9278	24.4798	24.6198	24.4969	24.7165
PROT_0361	23.4837	23.3121	23.4741	23.1545	23.9786	23.1394	23.3283	23.6656	23.555	23.3407	23.4249	23.5406	23.1056	23.7209	23.3884	23.2154	22.9851	23.2051	23.7437	23.5128
PROT_0362	22.5721	22.9574	22.847	23.0281	22.6985	22.511	22.7789	23.2071	22.4617	23.0175	22.9097	22.8959	22.3778	22.9014	23.2853	22.7965	22.633	22.8012	22.7112	22.7263
PROT_0363	24.6868	25.0011	24.7725	24.6619	24.6856	24.7142	24.5617	24.7259	24.4868	24.428	24.5549	24.823	24.648	24.5738	24.9516	24.8525	24.7687		24.8681	24.8975
PROT_0364		19.4643	18.8756	19.5792	19.3948	19.0046		19.7052	19.0139	19.697		19.0639	19.6615		20.1961	19.1586	19.2825	19.5035	19.1742	
PROT_0365	21.7382	21.4385	21.5961	21.5197	21.3003	21.1695	21.7046	21.4935	20.978	20.8371	21.2391	21.5724	21.6607	21.2214	21.55	21.4041	21.4772	21.543	21.2459	21.9621
PROT_0366		18.9239				19.0172			17.8037	18.4353			18.3834	18.5999	17.512		18.5251			17.2742
PROT_0367	26.6914	26.5245	26.6404	26.7518	26.6565	26.5786	26.4949	26.6993	26.5892	26.4023	26.4477	26.3084	26.3756	26.6757	26.4838	26.6009	26.2398	26.2631	26.4851	26.3301
PROT_0368	24.0433	23.7254	23.7722	23.6315	23.9032	23.5963	23.9818	23.6962	23.6869	23.6901	23.7654	23.7951	23.5204	23.4006	23.3488	23.5006	23.917	23.5245	23.7555	23.4112
PROT_0369	21.4637	20.3278	21.3713	20.8694	21.9641	21.0673	21.2408	21.422	21.1169	21.622	21.446	21.2749	22.0263	21.1253	21.3397	20.9295	21.7772	20.71	21.2276	21.0545
PROT_0370	27.37	27.018	27.5078	27.3053	27.246	27.2084	27.3075	27.1327	27.3101	27.2232	27.3083	27.2025	26.983	27.4521	26.91	27.384	27.2611	27.1458	27.2071	27.1071
PROT_0371	23.8476	23.4207	24.0174	23.7915	23.4591	23.4191	23.1757	23.5368	23.1737	23.645	23.5968	23.6892	23.4519	23.6028	23.6123	23.3219	23.9823	23.7764	23.6293	23.8251
PROT_0372	25.0992	25.1219	24.8484	24.9351	25.001	24.8394	24.8875	24.6875	24.9152	24.8797	25.0963	24.8605	24.7918	24.9685		25.1925	25.1657	25.1879	25.2594	
PROT_0373	18.2421	18.3163	19.2014	18.3271			18.6479	18.6071		18.5589				19.2062				18.9559		
PROT_0374	21.7558	21.4444	22.0304	21.552	21.8841	21.317	21.7667	21.1854	21.0793	21.9382	21.4471	21.0739	21.8446	21.9762	21.9044	21.4865	21.843		21.6884	21.2574
PROT_0375		21.3419	20.8406	21.0734	20.7714	21.2223	20.7892	20.8846		20.5983	20.5818		20.4125	21.025	20.9581	21.1652	21.145	20.8608	20.8968	20.7585
PROT_0376	26.0027	26.3062	25.9747	26.2257	26.0951	26.2482	26.1248	26.0872	26.264	26.3679	25.8418	26.3	26.2663	26.0341	25.9189	26.3267	26.2697	26.4699	26.2407	26.4199
PROT_0377	25.0168	24.8066	25.0023	24.8342	25.193	24.7614	24.9013	24.8254	25.1404	24.9435	24.9442	24.7742	24.9568	25.0645	25.1637	24.8416	25.323	24.9165	25.2209	24.9796
PROT_0378	24.4067	24.1626	24.3665	23.8026	24.2921	24.1519	24.055	24.1529	23.8189	24.1953	23.8801	24.0391	24.0775	24.2277	24.0408	24.0278	23.9913	23.9636	24.3595	24.0032
PROT_0379	20.8808	20.471	20.335	20.8906	20.4989		20.8205	21.3188	20.5524	21.1692	20.1705	20.848	20.7567	20.8458	20.8389	20.854	21.0059	20.71	20.4133	20.7232
PROT_0380	26.0398	26.3754	26.5314	26.0745	26.4546	25.6435	26.2691	26.2994	26.0575	25.6448	26.352	26.1357	26.2028	26.4972	26.3408	26.2301	26.1429	26.0308	25.9984	26.1628
PROT_0381				19.5969	18.2123	19.1975				19.4424	19.5433		18.8916	19.066	18.9347				18.7819	18.4069
PROT_0382	20.2527	20.68	20.6867	20.4601					20.3357	20.5008	20.9584	20.5267	20.5006		20.7356		20.9411	20.741	20.3332	20.4982
PROT_0383	21.7853	21.8595	21.8155	21.9981	22.0953	22.306	22.1156	22.2434	21.9103	22.1937	22.3062	22.0517	22.3262	22.2995	22.181	21.7755	21.542	21.7967	22.1824	21.7526
PROT_0384	22.2988	22.2516	21.7326	22.21	22.0133	21.9446	22.3856	22.1355	22.0082	22.1822	22.1226	22.0301	22.223	22.7196	21.7943	22.2721	22.3726	21.972	22.1656	22.4698
PROT_0385	25.26	25.3048	25.0509	25.13	25.2498	25.046	25.1504	25.3545	24.6163	24.6158	24.9896	24.6644	24.8286	25.6984	25.1496	25.2013	25.3609	25.1864	25.1648	25.3312
PROT_0386	23.146	22.6122	22.6889	22.7433	22.9008	22.9325	22.9817	22.9602	22.8289	22.6669	22.8297		23.184	22.966	22.8775	22.685	23.1711	23.1821	22.9775	22.5482
PROT_0387	26.3489	26.2139	26.3247	26.5148		26.6031	26.215	26.5542	26.4774	26.6236	26.22	26.5793	26.3713	26.7807	26.5093	26.7354	26.5974	26.6975	26.2927	26.4299
PROT_0388				19.5381	19.2071			19.4329		19.2496	20.0975		18.7709	19.3068			19.3613		20.1107	18.663
PROT_0389	22.4627	22.7638	22.7006	22.7041	22.8547	22.3815	22.2763	22.4844	22.086	22.764	22.5399	22.5389		22.7993	22.3464	22.807	22.3752	22.2486	22.6448	22.1125
PROT_0390	25.7496	25.7818	25.7772	25.9462	26.2837	26.5171	26.5656	26.2717	27.3124	27.4919	27.0662	27.1474	26.5283	26.8616	26.4953	26.6714	25.8925	25.8633	25.9508	25.7719
PROT_0391	20.1731	20.2833	20.1552	20.3658	20.0689		20.4368			20.1919	20.1908	20.6791	20.4475	20.3129		19.9754	20.6702	20.0633	19.51	20.4223
PROT_0392	21.624	21.3509	21.5639	21.8801	21.572	22.1755	21.7867	22.0904	21.4264	22.1205	21.9629	21.9726	21.6685	21.8864	21.8079	22.0032	21.7438	21.6699	21.5156	22.3412
PROT_0393	20.7935	20.5063	20.9106	21.3657	21.3933		20.864	20.7647	21.0659	21.1943	20.9758	21.2346		20.9966	20.8751	20.6949	21.3051	20.7054		20.9128
PROT_0394	25.9124	25.9736	25.8467	25.8775	26.063	25.6174	26.0448	25.663	26.0155	25.9723	26.2483	25.8023	26.2318	26.1458	25.9599	25.6889	26.2306	25.7232	26.0581	26.1565
PROT_0395	24.8184	24.5586	24.9667	24.8059	25.0484	24.7993	25.0312	24.7394	25.0488	24.872	25.0098	24.7816	25.1796	25.1299	24.981	25.2803	24.5735	24.6516	25.136	24.4289
PROT_0396	19.3443			19.4521	19.0883	18.2724		18.6025	19.1888	18.6847	18.7069		18.6894		19.3393			19.042	19.1413	
PROT_0397	20.6618	20.4476			20.9913	20.9333		20.4464	21.3176	21.2204	21.2523		20.2388	21.3531	20.725	21.0448	21.1627	20.4425	21.0207	21.0324
PROT_0398	25.3565	24.9489	25.4472	24.9808	25.6341	25.3064	25.3293	25.1446	25.5685	24.9035	25.0756	25.34	24.9705	24.9396	25.5165	25.0994	25.4114	25.2444	25.3547	25.0869
PROT_0399	24.6792	24.7658	24.4479	24.7556	24.8418	24.6531	24.6965	24.6432	24.6731	24.8726	24.0845	24.9767	24.2477	25.0082	24.7363	24.7965	24.6162	25.0496	24.6189	24.7111
PROT_0400	30.1606	30.0296	30.111	30.3057	30.382	30.0806	30.4514	30.4574	30.2143	30.2152		30.3115	30.4536	30.563	30.4951	30.3562	30.432	30.1957	30.229	
PROT_0401	24.4245	24.5505	24.7788	24.7357	24.7331	24.6011	24.7605	25.0919	24.6254	25.0133	24.7769	24.8043	24.5344	24.9801	24.8039	24.863	24.6181	24.6949	24.773	24.573
PROT_0402	22.229	22.4409	22.0596	22.2432	22.2409	22.7521		22.5903	22.4545	22.5205	22.8488	22.4795	22.4298	23.0085	22.3107	22.3299	22.2679	22.6969	22.5148	22.9887
PROT_0403	24.5227	24.3245	24.6977	24.4258	24.5463	24.241	24.6524	24.1648	24.5417	24.0866	24.286	24.3307	24.263	24.3755	24.8209	24.4079	24.8442	24.3333	24.5464	24.4958
PROT_0404	24.6474	24.9032	24.8056	24.8933	24.6782	24.9685	25.1171	25.1565	24.8672	24.8834	24.9074	24.9164	24.8738	25.1924	25.007	25.0178	24.9067	25.0156	24.9175	24.9122
PROT_0405	21.0038	21.0216	20.9162	20.9743		21.2834	21.1868	20.5916	21.0489	20.9291	20.9914	20.6468		21.4336	21.0438	21.7713	21.1976	20.8255	21.029	21.1564
PROT_0406	21.8493	22.0319	22.6135	22.0182	22.1849	21.819	21.9643	22.119	21.8555	22.2883	21.7413	21.8937	22.3286	21.7826	22.1733	21.8565	21.8224	22.354	22.2257	21.858
PROT_0407	20.5838	20.6334	21.1008	20.9325	21.1499	21.2398	21.5457	21.283	20.874	20.3007	20.9387	21.1392	20.4657	21.0684	21.2472	20.8244	21.0827	20.8051	21.3151	20.7748
PROT_0408	20.9643	20.2905	21.1893	20.7683	20.8443	20.7661			20.6389	21.3252		20.9389	20.5637	20.7308		20.0138	20.7999	20.2477	20.5067	20.5831
PROT_0409	26.068	26.1388	26.2354	26.5758	26.3648	26.1483	26.3816	26.4338	26.4333	25.923	26.1362	26.5456	25.9586	26.5489	26.231	26.1496	25.956	26.1659	26.1113	26.442
PROT_0410		19.5898				19.9806	19.7852	19.5149		19.5753	19.6979	20.1087	19.6161	19.5443	20.3263		19.2402		19.8149	19.3271
PROT_0411	22.0821	22.2239	22.3045	22.6925	22.9463	22.3605	22.5706	22.3479	22.7547	22.6863	22.7089	22.5348	23.0377	22.0425	22.5434	22.4787	22.967	22.5561	22.5655	22.3073
PROT_0412	22.6748	22.6785	22.7459	23.0718	22.8152	22.5389	22.7442	23.0964	22.236	22.6388	23.0418	22.903	22.3522	22.8447	22.487	23.2164	22.7378	22.9809	22.8482	22.9315
PROT_0413	19.1245	19.6431	19.0138	19.0962	19.0382	20.4024	18.8113		19.2723		18.6858		20.1745	20.4633	19.6268	20.1356	19.8526	19.374	19.5973	
PROT_0414	23.5554	23.3243	23.4047	23.0249	23.588	22.9457	23.502	23.3287	23.1083	22.8712	23.1873	23.1565	23.0895	23.3269	23.3291	23.2003	23.3642	23.3427	22.8692	23.4416
PROT_0415	24.1584	23.6498	23.4074	23.523	23.6336	23.428	23.9867	24.3548	23.7288	23.797	23.821	23.6327	23.8823	23.5762	23.594	23.4317	24.147	23.742	23.2545	23.9209
PROT_0416	23.165	23.005	22.9316	23.0261	23.2414	23.5094	23.4207	23.4952	23.127	23.2467	22.9739	23.1463	23.3096	23.2869	23.3176	23.2743	23.0929	22.8192	23.0097	23.2542
PROT_0417	22.4521	22.4267	22.6433	22.5196	22.2971	22.554	22.849	22.1817	22.1079	21.9092	22.0278	22.3048	22.3479	22.3704	22.582	22.4419	22.4719	22.6454	22.0662	22.2635
PROT_0418	26.1363	25.7686	25.9672	25.833	25.9288	25.61	26.0631	25.7638	26.0947	25.6827	26.0362	25.8044	26.0705	26.037	26.0711	25.6419	26.1664	25.8748	25.8365	26.065
PROT_0419	23.6494	23.6074	23.7277	23.5507	24.0127	23.4734	23.7169	23.3109	23.7179	23.6567	23.6691	23.4562	23.7317	23.444	23.5939	23.7941	23.8677	23.6898	23.9936	23.6533
PROT_0420	29.9858	30.1143	29.9851	30.0067	30.0748	30.0979	29.9871	29.8558	29.913	30.0741	30.1753	30.1666	30.001		29.9616	30.1261	30.5031	29.9833	30.1718	30.1937
PROT_0421	27.7965	27.7292	27.6653	27.7147	27.7998	27.8892	28.0995	27.8891	27.968	27.7102	27.6819	27.742	27.5504	27.8562	27.4434	27.704	27.9631	27.6185	28.0378	27.7225
PROT_0422	26.8045	26.534	26.2635	26.4316	26.2809	26.0907	26.5837	26.267	26.4831	26.2604	26.0482	26.5518	26.4631		26.7539	26.3445	26.6781	26.5951	26.604	26.4014
PROT_0423	21.4904	21.6937	21.3684	21.8314	21.936	21.5076	21.7034	21.7424	21.0095	20.9349	21.054	20.7059	20.9784	22.0531	21.3102	21.5692	20.7872	21.3312	21.2436	
PROT_0424	20.7474	20.2877	20.9359	20.2867	20.6312	20.8272	20.9921	19.9839	19.953	20.7687	20.5807	20.6351	20.7875	20.9235	20.2409	20.3871	20.452	20.3788	20.1879	21.0464
PROT_0425	24.5216	24.6319	24.5455	24.7003	24.7431	24.6705	24.6354	24.6552	24.8357	25.1343	24.371	24.859	24.3961	25.3754	24.7235	25.0416	24.6869	25.0137	24.878	24.7297
PROT_0426	26.3491	26.7521	26.5363	26.6183	27.1188	27.1699	27.0056	27.0311	27.1358	27.0994	26.9216	27.3342	26.8533	27.3728	26.9384	27.089	27.4198	27.3172	27.2102	27.2619
PROT_0427	22.7146	23.2841	22.8992	23.3921	23.0596	22.9645	22.8445	23.4975	22.9862	23.0738	23.0712	23.04	23.1772	23.3785	23.2793	23.2979	22.9137	23.1365	23.3016	23.2627
PROT_0428	22.5311	22.5701	22.1799	22.3723		22.4957	22.6527	22.472	22.651	22.5277	22.2611	22.3688	22.1898	22.8014	22.5027	22.5241	22.2597	22.6977	22.6935	22.6967
PROT_0429	22.784	22.296	22.6159	22.8598	22.7964	22.7972	22.516	22.7895	22.3182	22.6706	22.6705	22.2319	22.12	22.272	22.339	22.1267	22.626	22.2199	22.5481	22.6487
