protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEdA_t1	HomEdA_t2	HomEdA_t3	HomEdA_t4	HomEdB_t1	HomEdB_t2	HomEdB_t3	HomEdB_t4	HomRevA_t1	HomRevA_t2	HomRevA_t3	HomRevA_t4	HomRevB_t1	HomRevB_t2	HomRevB_t3	HomRevB_t4
PROT_0287		20.3355	19.89		20.6051	20.6183	20.5916		20.8158	20.5565	20.7794	20.2412		19.9975	20.3556	20.5965	20.6455	20.5543	20.423	20.3213
PROT_0288	21.3401	21.244	21.2509	21.5118	21.3373	20.6627	21.2285	21.1298	20.9892	20.7971	20.7569	21.1161	21.0128	21.0056	20.9779	21.2375	20.8817	21.2819	20.7578	21.7314
PROT_0289	22.2638	21.9162	22.443	22.2382	22.1907	21.9104	21.9229	22.3409	22.3039	21.9082	22.5343		22.245	21.7861	22.2648	22.0157	21.3436	22.0271	22.0991	21.9229
PROT_0290	24.1039	23.9733	24.1089	23.9098	23.8773	24.4064	24.3578	24.5815	23.9965	24.191	24.1442	24.2194	23.8704	23.9841	24.1804	24.3625	24.214	23.7046	24.0384	24.3889
PROT_0291	19.1516	20.3308	19.5877	19.9446		19.8919			20.503	19.5124	19.9233	20.5607			18.5346	19.7436	19.8744	19.3625	19.5035	19.4592
PROT_0292	22.77	22.8791	22.9126	22.9946	22.6349	22.5911	22.9408	22.8087	22.239	22.6411	22.784	22.7222	22.7408	22.8403	22.1358	23.047	22.8864	22.8072	23.0082	22.6429
PROT_0293	21.74	21.0372	21.6364	21.2432	21.8776	21.7108	21.5493	21.2238	20.5773	21.424	21.0541		21.4752	22.0066	21.5251	21.7224	21.4105		21.5155	21.1777
PROT_0294	21.9317	22.1	22.2083	21.8444	21.9054	21.8314	21.786	21.58	22.1476	21.3812	22.4239	21.9206	21.865	22.3982	22.0003	21.7752	22.3527	22.1051	22.014	21.9177
PROT_0295	27.5114	27.5982	27.3726	27.5527	27.2489	27.5114	27.4917	27.5521	27.4223	27.3883	27.5612	27.6067	27.3905	27.4709	27.5669	27.2173	27.763	27.78	27.5555	27.3643
PROT_0296		20.4466	20.038	20.5481	20.6513	20.1276	20.2699	20.3856	20.3781	20.0875		20.0393	20.2423	20.5414	19.548	20.3577	20.3004	20.1634	20.1754	20.0287
PROT_0297	23.5449	23.6114	23.6518	23.7096	23.2954		23.6271	23.8521	23.6761	23.4338	23.2167	23.9786	23.4504	23.8801	23.4686	23.3748	23.462	23.6973	23.4542	23.9586
PROT_0298	25.3697	24.9759	25.247	25.0265	25.0591	24.9481	24.962	24.7656	25.2046	24.9445	25.2869	24.8863	24.826	25.0318	25.2746	24.6876	25.4133	24.9754	25.6021	24.5719
PROT_0299	21.0858	21.3562	20.9206		20.4397	20.5085	21.1645	20.7147	20.7557	20.5795	20.2547	20.3755	21.262	20.9679	20.942	20.7601	20.9857	20.9191	21.0618	20.699
PROT_0300	22.555	22.8393	22.9001	22.9766	23.2433	22.395	22.4856	22.5995	22.3674		22.4718	22.8469	22.8431	22.6426	22.6564	22.4936	22.5778	23.1297		22.9049
PROT_0301	24.373	24.7408	24.4314	24.5217	24.7683	24.6952	24.7918	24.6239	24.3371	24.6139	24.4299	24.5695	24.4058	24.6884	24.7254	24.6173	24.7944	24.815	24.4476	24.5251
PROT_0302	23.8802	24.492	24.4886	24.3121	24.1218	24.3202	24.1108	24.2179	24.3372	24.4821	24.0835	24.409	24.0488	24.0313	24.3049	24.3449	24.1934	24.5048	24.6625	24.5728
PROT_0303	20.8432	20.931	20.0224	20.2511	20.2452	20.3855	19.9122	19.9144	20.6161	21.1909	20.3107	20.5755	20.398	20.3821	20.5429		20.2372	20.0869	20.8848	21.2304
PROT_0304	24.5825	24.4966	24.5051	24.3386	24.3398	24.5086	24.178	24.5171	24.513	25.0973	24.4122	24.5454	24.4628	24.5278	24.8849	24.7298	24.5115	24.4714	24.3803	24.3402
PROT_0305		19.4195	19.2271		19.6501	19.6529	19.9365	19.3067	20.0792	19.7747					19.2513		19.0143	19.5116	20.23	
PROT_0306	20.4867	21.1091	20.8968	21.2864	20.8077	20.9863	20.4723	20.9851	20.9638	20.9542		21.0354	20.3305	21.5069	21.2817	21.0336	20.5702	21.3423	20.6819	21.1932
PROT_0307	20.8403	20.8663	21.2181	21.0843	20.7247	20.2799	21.2532	20.6392	20.5012	20.6147	19.8498	21.3426	20.984	20.8068	20.7491	20.8424	21.009	21.2956	20.2869	20.9533
PROT_0308	20.4422	21.0323	21.4476	21.2648	21.2007			20.6832	21.3553		21.3603	21.3221	20.8821		21.7887	20.9943	21.2873	21.0247	20.9811	21.7812
PROT_0309	18.8157	18.9643		19.0872	18.1744	18.2783				18.8153	18.4839	18.473	18.9261				18.9401	19.2641	18.7745	
PROT_0310	24.0123	23.3876	23.9444	23.7963	23.8504	23.5989	23.8525	23.0281	23.8149	23.927	23.9121	23.8625	23.945	23.5641	23.7646	23.7903	23.8079	24.1167	23.9278	23.6897
PROT_0311	30.3761	30.4948	30.6207	30.3574	30.2324	30.1989	30.0177	30.145	30.3142	30.2367	30.0112	30.3291	30.0996	30.3071	30.2194	30.1834	30.5014	30.5505	30.3071	30.4757
PROT_0312	24.8276	24.9678	25.0577	24.7838	25.2073	24.6144	25.0903	24.8402	24.9192	24.8777	24.7819	25.0079	24.6926	24.673	24.8126	24.4593	24.6342	24.8634	24.9637	24.6258
PROT_0313	25.2894	25.7377	25.7955	25.2207	25.728	25.7594	25.5628	25.6826	25.8425	25.476	25.6032	25.6529	25.496	25.6972	25.6132	25.4875	25.5472	25.5619	25.7744	25.4897
PROT_0314	25.1484	24.7316	25.0519	24.8286	25.1666	24.7559	25.4088	24.4147	25.1079	24.905	25.0061	24.9152	25.4134	24.9176	25.3796	24.5045	25.1729	25.0656	24.9418	24.947
PROT_0315	23.13	22.9489	23.1841	23.2562	23.1327	23.1199	23.335	23.3074	22.9543	22.9293	22.7108	22.7564	22.6169	23.5537	23.1887	23.0219	23.1932	23.4825	23.3325	23.3644
PROT_0316	25.9405	25.8269	25.7265	25.5417	26.1198	25.847	26.1181	25.9107	26.0192	25.9675	25.9069	26.429	25.6289	25.9625	25.944	25.5976	25.8128	25.9461	26.298	26.164
PROT_0317	25.1145	24.9381	24.6861	24.6936	25.1057	24.9598	25.1349	25.119	24.8029	24.9413	24.8892	24.9594	24.9607	25.1918	24.8534	24.617	25.0119	24.9479	25.2012	24.5393
PROT_0318	24.2308	24.7038	24.554	24.6936	24.2215	24.1066	24.3958	24.0943	23.2144	23.3216	23.443	23.4638	23.9333	24.2003	23.9932	23.8279	24.2728	24.4591	24.169	24.0378
PROT_0319	18.0668			18.691	19.0558				18.4063						18.039					
PROT_0320	19.8476	19.7793		20.3066	20.1411	20.2964		19.8089	20.6899	20.4333	20.4925	18.9481		20.3791	20.0157	19.7582	19.8398	20.3066	20.6238	20.5589
PROT_0321											15.9576									
PROT_0322				18.1699			18.608	18.6069	18.5446		17.9383	18.0926		19.0283	20.2971		18.8779		18.5149	18.8258
PROT_0323	21.3463		21.7959	21.873	21.9651	21.2066	21.8397	21.1084	21.7165	21.5468	21.07	21.7528	21.7467	21.6391	21.9291	21.0753	22.0281	21.4216		21.6978
PROT_0324	20.8318	21.1368	20.9611	21.3956	20.922	21.0724	21.408	20.5215	21.36	21.0698	21.0905	20.8804	21.8867	21.0177	21.2462	21.064	21.353	21.5514	21.7637	21.3666
PROT_0325			19.3721	19.2849	19.229	18.7206	18.8928	18.6736	19.3805		19.6115	19.3936	19.1936	20.0402			18.9539	18.9737	19.809	
PROT_0326	25.0296	25.2545	25.1528	24.9357	24.8536	25.1633	24.7118	25.046	25.2009	25.1859	25.1199	25.1569	25.0289	24.7831	25.0249	25.2027	25.2712	25.1702	25.031	25.2864
PROT_0327	23.9343	24.0554	24.1463	23.7428	23.7539	24.0091	23.8352	23.6817	23.1229	23.3569	23.2725	23.6113	23.6714	23.9615	23.5176	23.7383	23.8522	23.9703	23.435	24.0102
PROT_0328	20.788	21.4766	21.4361		21.4138	21.163	21.3514	21.2101	21.197	21.0551	20.7361	21.5277	21.1271	21.2898	21.4244	20.9472	21.4861	21.5196	21.2355	21.2105
PROT_0329	21.2426	21.3006	21.0721		20.926	21.4456	20.7384	20.6447	21.2157	21.5269	21.2942	20.5272		21.3262	20.9076	20.9761	20.5539	20.9841	21.4967	21.376
PROT_0330	23.632	23.7528	23.9994	23.8779	23.5998	23.5885	23.666	23.8959	23.848		23.6442	23.886	23.8703	23.8289	23.9406	23.987	23.9079	23.8303	23.9374	23.7947
PROT_0331	19.393	20.0008	20.457	19.628	19.2927	19.2801	19.6704	19.3237	19.6794	20.286			20.263	20.1749	19.8263		19.9714		19.5647	19.4715
PROT_0332	24.0536	24.4231	24.4738	24.4741	24.2248	23.9266	24.2693	24.2944	24.1305	24.2118	24.3102	24.2301	23.9672	24.2158	24.1332	24.1711	24.2119	24.2815	24.4388	24.0979
PROT_0333	23.4592	23.3404	23.4991	23.1399	23.1837	22.9463	23.0875	22.9245	23.1536	23.5954	23.2621	22.9744	23.455	23.085	23.339	22.8285	23.9394	23.3702	23.1686	23.0429
PROT_0334	19.544	20.2272	19.497			19.3306			19.2509	19.3338	19.1448		19.8417		19.1206	18.7798	18.9841	19.9905		
PROT_0335	23.4463	23.5202	23.6402	23.2311	23.5023	23.718	23.4002	23.57	23.719	23.3584	23.4902	23.6505	23.6197	23.5272	23.9252	23.514	23.7568	23.6575	23.6671	23.4401
PROT_0336	25.4963	25.6018	25.5666	25.5193	25.7251	25.9084	25.4338	25.5132	25.6787	25.5652	25.3779	25.9332	25.4204	25.5224	25.4382	25.3122	25.3523	25.8286	25.811	25.5309
PROT_0337	25.6573	25.5568	25.9332	25.4948	25.7448	25.441	25.4949	25.3634	25.5736	25.29	25.5075	25.5196	25.4396	25.5066	25.6281	25.133	25.5047	25.2175	25.5678	25.0932
PROT_0338				19.5517		18.7986	19.091			18.3991	18.6497	19.0528	19.1374	19.1872	18.8832	19.6261			19.456	
PROT_0339	23.0812		23.4281	23.1084	23.025	23.5827	23.2382	23.311	23.0661	23.2967	23.2831	23.4114	23.5685		23.5681	23.1129	23.4327	23.1762	23.5528	23.2153
PROT_0340	23.9763	24.1542	24.3999	24.0891	23.9485	23.895	24.0991	23.5861	24.1761	24.3941	23.9692	24.2067	23.4232	23.5082	23.8806	23.493	24.6222	23.8913	24.2143	24.382
PROT_0341	24.5012	24.514	24.3801	24.5079	24.0819	23.7974	24.3749	24.1298	24.3768	24.2336	24.1298	24.3126	24.327	24.3527	24.3598	24.0875	24.6617	24.9755	24.6426	24.4934
PROT_0342	20.0866	20.1207		20.0568	20.0256	20.137	19.3768		20.2837	20.7894	20.3994	20.5019	19.4607	20.4177	20.5707	20.7525	19.9968	20.1794	19.329	20.7723
PROT_0343		19.3932	19.9352	19.038	19.731	19.1184	19.6431	19.7162	19.4783	19.5707	19.1706		19.3267	19.5119	18.9198	19.3716	19.4962	19.1451		19.5148
PROT_0344	23.1229	23.415	22.6759	22.909	22.6808	22.7893	23.1999	23.1568	22.6567	23.0462	23.0497	23.3308	23.0349	23.2062	23.0511	22.5631	23.0798	23.1625	23.0621	22.6966
PROT_0345	23.4456	22.9656	22.9679	23.5318	22.9041	22.991	22.8482	22.9341	22.9856	23.0944	23.0069	23.0909	23.0905	23.0738	22.9901	22.9621	22.9575	23.0329	22.897	23.1388
PROT_0346	22.7073	22.5219	22.7558	22.2046	22.4065	22.7638	22.3341	22.3363	22.8771	22.8037	22.6172	22.6331	22.5015	22.9271	22.3781	22.6946	22.3098	22.481	22.6917	22.6406
PROT_0347	21.2345	20.9558	21.0539		21.5649	21.55	21.1352	20.934	21.223	20.8834	20.8691	21.2691	21.6864	21.0905		21.1657	21.0065	21.7339	21.6733	20.7952
PROT_0348	20.327	19.9655	19.6318		20.1687	19.8214	19.4845	19.4098	20.0663	19.2522	19.8136	19.6985	19.9899	19.759	19.8892	19.1164	19.8202		19.7233	19.8145
PROT_0349	24.4729	24.5041	24.5673	24.3572	24.1503	24.0697	24.334	24.1472	24.2581	24.2613	24.3816	24.1666	24.6726	24.5176	24.7357	24.4763	24.7421	24.7554	24.9002	24.6749
PROT_0350	19.7574	20.0416	20.1119		19.7935	19.97	19.7336	19.6655		19.9936	20.4847	19.8951		19.4657		20.001	20.3257	19.6481	20.0334	20.2854
PROT_0351	19.8262		19.9216	19.6612	19.9063	20.0571	19.8127	20.4789			20.1489	20.0044	20.2917	19.3894	20.193	20.1843	20.0326		19.9096	20.5276
PROT_0352	19.505	19.4637	20.1103	18.9979	19.8293	19.3567	20.0725	19.8169		19.7514			19.7657	20.2718	20.536	19.8685	19.3271	20.2643	19.6698	19.4059
PROT_0353	22.4257	22.1269	22.2349	21.7501	22.0462	22.042	22.2581		22.3304	22.1326	22.3543	22.021	22.0866		21.8647	22.0567	22.1285	22.4734	21.9621	22.0106
PROT_0354	26.2232	26.4023	26.0509	26.2501	26.267	25.9335	26.3756	26.462	26.3069	26.124	26.0051	26.4522	26.0676	26.1427	26.221	26.2013	26.3843	26.4055	26.2521	26.4821
PROT_0355	25.4879	25.2	25.3268	25.1507	25.4392	25.123	25.8649	25.2032	25.4722	25.3508	25.6996	25.0685	25.426	24.7124	25.6376	24.9786	25.8552	25.1055	25.6071	
PROT_0356	22.1965	21.248	22.2936	21.7514	21.9624	21.7511	21.4802	21.6428	21.7055	21.3704	21.9263	22.0658	21.6884	22.3231	21.7569	21.9711	22.0518	21.6064	22.0124	21.8229
PROT_0357	21.9986	21.0469	21.9168	21.9464	21.9283	21.7388	21.8215	21.6897	21.2529	21.6042	21.436	21.0326	21.5671	21.3564	21.7415	21.6728	21.3531			21.6614
PROT_0358	26.1059	26.0102	25.8836	25.5542	25.618	25.7578	25.7547	25.9723	25.8766	26.2788	25.7028	25.9313	25.8332	25.8741	25.707	25.7073	25.795	25.5105	25.6772	25.6827
PROT_0359	20.4401	19.9804	21.0327	20.5784	20.1202		20.5953		19.904	20.5335	20.2079	20.0294	20.0103	21.048	20.2827	20.2776				19.8037
PROT_0360	24.9059	24.9478	25.1042	24.7413	25.3992	25.0688	24.9597	24.6039	25.1105	25.1278	24.8958	24.7392	24.9672	24.9404	25.0114	24.5204	25.1939	24.9233	25.0344	25.1152
PROT_0361	23.2714	23.598	23.1829	23.8269	23.459	23.3716	23.3559	23.1188	23.6296	23.9001	23.5242	23.4965	23.435	23.5222	23.4051	23.3183	23.7068	23.3055	23.2345	23.3005
PROT_0362	22.5536	22.7145		22.8636	22.5745		22.8764	22.6826	23.0092	22.6018	22.5407	22.8673	22.9841	22.7357	22.4596	22.8167	22.3792	22.7605	22.3976	22.6641
PROT_0363	24.1926	24.6616	24.3562	24.5303	24.5959	24.0462	24.2249	24.294	24.4849	24.7235	24.3727	24.9316	24.6995	24.6274	24.4984	24.4754	24.5277	24.6456	24.4528	24.5241
PROT_0364				19.7391			18.8201	19.6842	19.4288	19.3122	19.673		20.0422	19.7192	20.1623	19.2427		19.6133		
PROT_0365	21.8021	21.7638	22.0935	21.6195	21.8878		21.6803	21.5507	21.8624	21.5614	21.8804	22.0421	21.4318	22.0806	21.8261	21.55	22.1109	22.0054	21.2086	22.0023
PROT_0366	18.7176		17.4242					17.2888	17.6312		18.8511		18.4666	16.6				17.828		
PROT_0367	26.593	26.5437	26.6123	26.4684	26.2708	26.515	26.4153	26.4888	26.2865	26.5473	26.4755	26.646	26.2865	26.7169	26.6716	26.3653	26.5404	26.6196	26.4959	26.4652
PROT_0368	23.8321	23.6524	23.5198	23.1019	23.3679	23.3683	23.5985	23.743	23.6677	23.9333	23.2809	23.274	23.4149	23.4897	23.6257	23.4492	24.0308	23.8895	23.5719	23.6265
PROT_0369	21.5264	21.2348	21.4928	21.5908	21.3607	21.2915	21.2906	21.5161	21.8209	21.0	21.7112	21.5239	21.2053	21.1374	21.941	20.9988	21.6659	21.6823	21.4272	21.3756
PROT_0370	27.1216	27.1841	27.2223	27.1029	27.1893	27.213	27.3251	27.321		27.4417	27.03	27.2221	27.2291	27.3753	27.2309	27.3698	27.158	27.1758	27.0157	26.9516
PROT_0371	23.4308	23.4105	23.8837	23.8073	23.7374	23.5038	23.5306	23.7457	23.4828	23.413	23.3588	23.6645	23.688	23.4847	23.8427	23.482	23.6397	23.3971	23.3489	23.466
PROT_0372	24.517	24.8556	24.8329	24.5662	24.4335	24.9206	24.8428	25.0586	24.8033	24.7863	24.9226	25.2048	24.9394	24.8924	24.9564	24.7847	24.96	25.0491	24.3964	25.2257
PROT_0373	18.5869			19.0334		19.2954	19.1137				19.3383					18.2742	18.146			18.7095
PROT_0374	21.982		21.9517	21.3963	21.4916	21.5816	21.6924	21.526	21.8806	21.4983	21.6121	21.6945	21.5571	21.571	21.7389	21.6091	21.1341	21.6475	21.2097	21.5957
PROT_0375	20.7821	21.058	21.6101	21.1561	20.786	20.6693	21.4332	20.4122	21.1708	20.896	20.4576	21.134	21.107	21.4114		20.7254	20.5052	21.0329	21.1216	21.0245
PROT_0376	26.0961	25.9541	26.0387	25.493	26.0609	25.8241	25.7315	25.9056	25.6717	25.7484	26.0664	25.561	26.1281	26.0072	25.9081	25.5883	26.2533	26.0097	26.0693	25.8934
PROT_0377	25.0065	25.2125	25.4785	24.9283	25.1974	24.6736	24.8585	24.7995	24.9997	24.729	25.008	24.6428	25.0629	25.091	24.8614	24.6927	24.8702	24.8341	24.8506	24.9128
PROT_0378	24.1871	24.135	24.3004	24.185	24.0348	24.063	24.1063	24.1688	24.1388	24.1341	24.2027	24.5126	24.0255	24.2659	24.13	24.2298	23.9825	24.3407	24.1207	24.096
PROT_0379	20.9949	20.6187	20.5306	20.8654	20.3601	20.8029		21.1568	20.5896	20.8992	19.9802	20.7501	20.5453	21.3157		20.1858	20.6579	20.9488	20.8088	20.3785
PROT_0380	26.4455	26.2453	26.2928	26.3233	26.3838	26.0782	26.0915	26.3706	26.1971	26.2206	26.4812	26.51	26.5277	26.2312	26.4268	26.5709	26.0866	26.0626	26.1722	26.0212
PROT_0381	19.1648		18.4185		18.5508	19.3249	19.1332	19.4327	19.2295	18.2547		18.6016	19.6941			18.4255	19.1972			19.2426
PROT_0382		20.9707	19.9379	20.6332	20.3328	21.4772	20.7371	21.5625	20.6637		20.6448		20.5253	20.4983	20.6729	20.9186	20.8356	20.9014	20.8203	21.116
PROT_0383	22.3922	21.4522	22.3243	21.9147	22.0995	21.7518	22.3333	21.7729	21.7294	21.7162		21.4435	22.6413	22.2216	22.2369	21.9168	22.3655	21.7385	22.648	21.6892
PROT_0384	21.8968	21.7341	22.2781	22.4047	21.8739	22.0247	22.4491	22.4023	22.1404	22.1902	22.2838	22.3829	22.0074	21.9322	22.0721	21.9202	22.3798	22.1422	22.397	22.027
PROT_0385	25.1592	25.4243	25.3765	25.393	25.3866	25.6211	25.2088	25.3978	25.4401	25.6419	25.1492	25.3968	25.1331	25.495	25.1214	25.1197	25.1694	25.5781	25.2008	25.6224
PROT_0386	22.8726	22.8415	23.0156	23.0525	23.0726	23.0792	22.8493	22.8518	22.7559	23.0397	22.9092	23.0947	23.0198	23.1278	22.5565	23.144	22.979	22.8319	22.8969	23.1853
PROT_0387	26.5745	26.2428	26.5734	26.2369	26.4621	25.9825	26.3671	26.2012	26.5469	26.0975	26.2089	26.2743	26.1079	26.1507	26.3004	26.092	26.6663	26.4622	26.3267	26.1976
PROT_0388	19.2029		19.7257	19.2582	19.6854		18.4318		19.4572	19.4751	19.1096	18.8637		19.3332			18.4311	19.1499		
PROT_0389	22.4547	22.4061	22.5131	22.3908	22.5454	22.7043	22.6469	22.0295	22.2016	22.2274	22.9064	22.7504	22.6993	22.4578	23.3106	22.605	22.5852	22.3589	22.6641	22.1251
PROT_0390	26.5432	26.5068	26.6891	26.3072	27.6468	26.9474	27.5487	27.1843	27.2034	27.3667	27.3736	27.2537	25.8354	26.0629	25.9026	25.9182	25.7458	25.7089	25.887	25.8474
PROT_0391		20.0636	20.344		20.9715	20.1884	20.5051			20.1633	20.4457	20.4619	20.0629	20.1618	20.6505	20.1941		19.8611	20.7181	20.4953
PROT_0392	21.7836	21.4661	21.8234	21.3804	21.9257	21.8593	21.5849	21.4698	21.9679	21.8097	21.6699	21.8532	21.5559	21.4317	21.8694	21.6344	21.7901	21.503	21.131	21.4265
PROT_0393	21.5978	20.8376	21.2201	20.651	21.1043	21.372	21.2079	20.8069	20.9368	21.2156	20.7633		20.9425	20.9906	21.1169		21.2275	21.1675	20.8985	21.7695
PROT_0394	25.8637	25.9983	26.0479	26.1528	25.5633	25.2791	25.4095	25.2726	25.9848	25.9791	25.8465	25.9238	25.9165	26.1097	25.5675	25.7577	25.6015	25.9833	25.5706	25.7845
PROT_0395	25.0674	24.7644	25.3883	24.6386	24.7217	24.9246	24.9557	24.694	24.9631	24.9867	24.7555	25.1978	24.9058	24.7905	24.6037	24.6637	25.3052	25.1016	24.721	24.7002
PROT_0396	19.0415	19.129	18.5608		18.781	19.3783	18.2927		19.136	18.7211		18.5333	19.6459					18.6023	19.3743	19.518
PROT_0397	20.92	20.6496	20.8529	20.9302	20.602	20.7663	20.5234	20.284	20.6944	20.9811	20.9366	20.5917	21.2054	21.0126		20.6993	21.072	21.0909	20.7408	20.5278
PROT_0398	25.1916	25.2374	25.4707	24.9957	25.2378	25.1976	25.1941	25.1874		25.0829	25.6013	25.2408	25.7162	25.1086	25.3527	25.081	25.2492	24.9595	24.9986	25.2581
PROT_0399	24.6749	24.6501	24.7263	24.6341	25.0864	24.9123	24.5929	24.4779	24.8608	25.0768	25.0108	24.7097	24.7195	24.7117	24.6924	24.6593	24.6056	25.1344	24.8999	24.7949
PROT_0400	30.0792	30.2797	29.9226	30.7223	30.1878	30.4977	30.2469	30.4596	30.5082	30.4264	30.4569	30.6354	30.0409	30.2793	30.3577	30.2664	30.1853	30.2565	30.4078	30.4568
PROT_0401	24.6991	24.801	24.7696	24.6928	24.5642	24.7308	24.8791	24.5879	24.68	24.4394	24.4713	24.7095	24.649	24.8188	24.4568	24.3775	24.7072	24.5389	24.5828	24.7134
PROT_0402	22.233	22.333	22.5281	22.4753	22.561	22.4497	22.1726	22.3901	22.2503	22.494	22.0361	22.0776	21.7499	22.254	22.5239	22.2498	22.4752	22.3727	22.0984	22.5195
PROT_0403	24.6199	24.5511	24.9294	24.5701	24.3142	24.6287	24.3396	24.8766	24.7087	24.8188	25.121	24.7659	24.6604	24.7153	24.9147	24.3738	24.5422	24.7027	24.6745	24.4081
PROT_0404	25.215	25.0751	24.9394	25.0324	24.8351	24.686	24.874	24.8177	24.8536	24.7707	24.631	25.1907	24.6121	25.3209	24.9796	24.8621	24.8254	24.8408	24.8551	24.9186
PROT_0405	21.1496	20.9672	20.4948	20.6841	19.1572	19.8302		19.8393	20.5945	20.8232	20.5294	20.797	20.6778	20.4576	21.0901	20.8766	20.5385	21.0411	20.4619	20.8472
PROT_0406	21.8432	21.9755	22.1527	22.0096	21.8934	21.5826	22.0093		22.2743	21.8787	21.7029	21.8539	22.2256	22.2947	22.1384	22.113	22.338	21.9055	21.8609	21.8318
PROT_0407	21.5432	21.2255	21.1406	20.811	21.2189	21.3052	21.0922	21.3228	21.0936	21.5514	21.2419	21.7493	20.8317	21.075	21.106	21.4444	21.275	21.2403	20.9667	21.9206
PROT_0408	21.055		20.8154	20.4453	20.7531	20.2809	20.2122	21.441	20.6005	20.3598	20.8153	21.1464	20.8187	20.6426	20.8139	20.7859	20.6652	20.4493	20.4378	20.2785
PROT_0409	26.2732	26.2712	26.2769		26.1135	25.9767	26.01	25.8952	26.1444	26.0783	25.9959	26.1774	26.226	26.2757	26.3657	25.9819	26.3257	26.1419	26.5639	25.7811
PROT_0410	19.3069	19.7802	19.5302	19.9893			19.9483	20.0097	18.8988	19.761	20.2084	19.3233	19.4251	20.3251	19.9306	20.2667			20.0982	20.199
PROT_0411	22.6981	22.707	22.7336		22.302	22.3981	22.7177	22.6355	22.3273	22.2714	22.3413	22.6181	22.6193	22.4832	22.8686	22.4891	22.7741	22.7279	22.209	22.2774
PROT_0412	23.9447	23.2844	23.8662	23.7482	22.5754	22.6541	22.3958	22.7926	22.4325	22.568	22.6506	22.7483	22.5479	22.598	22.5369	22.43	23.0279	22.6489		22.6955
PROT_0413		19.599	19.0075		19.331	20.1948	18.8606			19.7154		19.609			19.6737	19.4402			19.1109	
PROT_0414	23.4988	23.1655	23.3739	22.6329	23.1995	23.483	23.0935	22.7666	23.3518	23.2782	22.8978	23.4701	22.9744	23.165	22.9761	23.0344	22.7734	23.3148	23.2567	23.0246
PROT_0415	23.6461	23.9083	23.3751	23.731	23.773	23.4148	23.5901	23.8143	23.9472	23.8273	23.5827	23.6385	23.5271	23.5056	23.8319	22.9444	23.494	23.3212	23.6973	23.3193
PROT_0416	23.2194	23.2362	23.2747	23.1287	23.0948	22.9773	22.9425	23.1738	23.2923	23.1365	22.9392	22.9379	23.1165	23.4624	23.3472	23.2767	23.0435	23.3383	23.0164	23.3981
PROT_0417	22.11	22.3449	22.3251	22.5984	22.493	22.6267	22.4325	22.7153	22.7729	22.5394	22.6928	22.6654	22.4373	22.1687	21.9679	22.1825	22.6032	22.277	22.0748	22.3259
PROT_0418		26.1807	26.0629	25.9229	26.2667	25.9824	26.133	26.1394	26.1686	26.0108	26.204	26.4398	25.775	26.0913	26.1269	25.6971	26.0709	26.2257	25.8378	26.0564
PROT_0419	23.7175	23.6558	23.9087	23.5567	23.6887	23.7333	23.6128	23.4062	24.0778	23.4833	23.2894	24.0762	23.6843	23.6514	24.0332	23.5941	23.7983	23.8762	23.9662	23.7288
PROT_0420	29.7045	30.0318	29.8053	30.0801	29.7105	29.9308	29.6775	29.8241	29.8766	30.1633	30.104	30.2368	29.8227	30.0609	29.9799	30.1729	29.9746	30.0164	29.8921	30.4302
PROT_0421	27.8989	27.768	28.1572	27.7984		27.7464	28.1366	27.9167	27.809	27.788	27.9097	27.9243	27.9286	27.8936	27.9803	27.6747	27.8332	27.6805	27.7807	27.9594
PROT_0422	26.3235	26.5656	26.5164	26.3397	26.1682	26.4095	26.0644	26.3282	26.7132	26.1569	26.2353	26.4189	26.4934	26.1816	26.4976	26.1002		26.1732	26.3432	26.2866
PROT_0423	21.6892	21.3218	22.0004	21.1106	21.3156	21.151	21.2911	21.6747	21.8965	21.4672	21.7551	21.5694	21.3807	21.6181	21.4433	20.8434	21.8366		21.7021	21.0332
PROT_0424	20.6099	20.5062	20.333	20.5175	20.7656	19.7309	20.9578		20.4922	20.127	20.7383	20.7921	20.5559	20.5229	20.8279	20.2947			20.4633	20.0336
PROT_0425	24.8223	24.8016	24.8377	24.2453	24.7973	24.7126	24.6872	24.5166	24.7964	24.8879	24.9656	24.7549	24.8466	24.6464	25.0814	24.5295	24.4533	24.8028	24.9267	
PROT_0426	26.9869	27.2474	26.9451	27.3186	27.0839	27.2754		27.4471	27.2543	27.3116	27.0649	27.252	27.0844	27.3422	27.1294	27.0613	27.1674	27.7258	27.133	27.3957
PROT_0427	22.9171	23.2795	23.3346	23.0977	22.9302	22.8346	22.9243	23.0032	22.8825	23.0645	23.1389	23.0519	22.7946	22.7608	23.0056	22.5019	23.1875	22.9063	23.2388	22.8708
PROT_0428	22.2051	22.4098	22.454	22.0422	22.4876	22.0523	22.3673		22.6042	22.0372	22.8274	22.7448	22.3547	22.1734	22.6641	22.0112	22.5238	22.8764	22.5678	22.0122
PROT_0429	22.7114	22.7489		22.6624	22.4325	22.2594	22.5133	22.4768	22.5525	22.4378	22.6063	22.692	22.2328	22.9442	21.9615	22.2472	22.8289	22.1803	22.429	22.4913
