protein_id	Par_t1	Par_t2	Par_t3	Par_t4	HomEd_t1	HomEd_t2	HomEd_t3	HomEd_t4	HomRev_t1	HomRev_t2	HomRev_t3	HomRev_t4
PROT_0456	20.6546	19.6591	20.1788	20.7318	19.8749	20.2948	20.173		19.8503	19.8467	20.3846	21.0059
PROT_0457	23.1442	23.2241	23.3393	23.3111	23.385	22.9202	22.9565	22.907	23.2099	23.2666	23.1858	23.1737
PROT_0458			17.9579		17.7116	17.0841			18.3109	17.4575		
PROT_0459	24.1883	24.3874	24.3851	24.3311	24.4888	24.3056	23.7439	24.3475	24.4456	23.9346	24.2862	24.0338
PROT_0460	23.2306	23.2049	23.1137	23.3392	23.1675	23.013	22.8365	22.7013	22.5778	22.9932	23.1411	23.3511
PROT_0461	21.8313	21.2093	21.7108			21.8074	21.9356	21.6242	22.0195	21.881	21.6458	21.7364
PROT_0462	26.8916	26.641	26.6469	26.8142	27.4287	27.3465	27.0169		26.7489	26.6082	27.1653	26.6491
PROT_0463	23.4442	23.2081	23.2502	23.5987	23.2969	23.4345	23.4545	23.2425	23.3013	23.2064	23.5886	23.4994
PROT_0464	25.9758	25.6508	25.6018	25.464	26.0459	25.9861	25.4597	25.6073	25.7409	25.9373	25.5062	25.7674
PROT_0465	23.8068	23.9086	23.8924		23.9679	24.1157	24.0282	23.798	24.3677	23.6788	23.7193	24.1994
PROT_0466	21.6814	21.9122	21.7536	21.395	21.9134	21.4572	21.6473	21.6854	22.1217	21.9235	22.1494	21.777
PROT_0467	23.6054	23.4474	23.781	23.7529	23.7081	23.6732	24.0085	23.7115	23.4578	23.6856	23.9386	23.3965
PROT_0468	22.7172	22.3124	21.9256	22.2754	22.188	22.5512	22.1036	22.1075	22.633	22.6195	22.4988	22.2242
PROT_0469	17.9022											
PROT_0470	25.362	25.4396	25.2568	25.363	25.2854	25.1003	24.8349	24.9197	24.8038	25.4384	25.3218	25.0841
PROT_0471	27.1015	26.9902	26.905	26.7879	26.8993	26.9878	26.6999	26.8114	27.0459	27.027	27.1402	26.7836
PROT_0472		27.5727	27.6474	27.5829	27.5965	27.6052	27.5588	27.5926	27.6098		27.8454	27.6602
PROT_0473	21.6603	22.0915	22.042	21.926	21.5369		21.4868	21.9674	22.0849	21.6322	22.1409	22.2239
PROT_0474	25.7075	25.9595	25.5554	25.7695	25.7255	25.6575	25.9981	25.6131	25.8741	25.7855	25.9043	25.8823
PROT_0475		19.1153	19.2756	20.0514	19.0809	18.886	19.0297	19.1006	19.2794	19.9359	19.1872	19.6348
PROT_0476	25.5692	26.0065	25.9747	25.9925	26.0867	26.2104	25.7543	26.1554	26.3907	26.0014	26.0939	26.1551
PROT_0477	23.5757	23.1282	23.2578	23.5812	23.1361	23.2751	23.2835	22.8991	23.4773	23.0143	23.4573	23.0628
PROT_0478	26.5759	26.6462	26.5253	26.4036	26.3967	26.1225	26.1876	26.1401	26.492	26.3548	26.4038	26.4905
PROT_0479	24.9896	24.8856	24.9725	24.6921	25.286	25.0528	24.7634	24.8092	24.7074	24.711	24.8064	24.7056
PROT_0480	20.5379	21.1713	20.7531	20.8611	20.6986	21.0874	21.177	20.431	21.9739	21.0293	20.9849	21.0136
PROT_0481	22.0427	22.2355	22.1269	22.3071	22.4246	22.382	22.1351	21.9402	22.5377	21.3654	22.3135	22.4276
PROT_0482	21.9295	21.8185	21.9541	21.7397	21.828	22.5224	22.0989	22.3604	22.2133	21.9798	21.7385	22.1168
PROT_0483	24.6721	24.3953	24.6581		24.5414	24.5099	24.7419	24.4817	24.2886	24.717	24.5051	24.4359
PROT_0484	25.736	25.778	25.646	25.5835	26.0152	25.7843	25.9945	25.8611	26.353	25.874	26.1034	26.0054
PROT_0485	18.409			18.3391	18.4899	18.2191	18.2696	18.5219		18.2284	18.5325	
PROT_0486	20.9274	21.1881	20.9944	21.5444	21.1777	21.4128	21.34	21.0389		21.4662	21.3801	21.0533
PROT_0487		24.021	24.6186	24.0422	24.534	24.5075	23.9438	24.1748	24.1407	24.1808	24.1252	24.362
PROT_0488	21.4485	20.8835	21.1423	21.006	21.3528	21.3332	20.9259	21.1222	21.3167	20.8851	20.9693	21.5421
PROT_0489	22.5883	22.9479	22.3901	22.725	22.667	22.9992	22.7332	22.747	22.6704	22.5906	22.5033	22.4383
PROT_0490	22.6911	22.762	22.9237	22.5667	22.9348	22.9949	23.1301	22.3754	22.9697	22.8981	23.0053	22.3622
PROT_0491	23.6967	23.4834	23.3911	23.3216	23.3365	23.5417		23.6221	23.8117	23.5392	23.5018	23.6578
PROT_0492	24.4904	24.5835	24.4353		24.1953	24.5497	24.342	24.5854	24.6231	24.8659	24.3	24.3485
PROT_0493	23.0681	23.0145	22.8324	22.8139	22.6659	22.9532	22.8009	22.9542	22.6513	23.2696	22.6437	22.9606
PROT_0494	23.9412	24.1465	24.1679	24.0331	23.9637	24.2743	24.1549	24.0509	23.9011	23.8926	23.8387	24.2724
PROT_0495	20.4067		20.1911	19.6589		20.1525	19.7478	19.9818		20.471		20.664
PROT_0496	21.7209	21.5867	22.2768	21.4705	21.8247	22.3295	21.9046	21.6015	21.2882	21.0056	21.6355	21.4874
PROT_0497	21.1518	21.3021	21.3658	21.8377	21.4046	21.6533	21.0017	20.8416	21.7336	21.9151	21.6764	21.2602
PROT_0498	25.3757	25.5212	25.4451	25.4992	25.4619	25.7069	25.6268	25.3246	25.3525	25.2678	25.3137	25.3191
PROT_0499	22.5928	22.4878	22.3168	22.5265	22.314	22.5311	22.3729	22.0274	22.741	22.6095	22.7344	22.0288
PROT_0500	24.4285	24.5737	24.6754	24.5087	24.2259	24.5175	24.2722	24.7323	24.4365	24.4027	24.3392	24.5567
PROT_0501		18.5751			17.2973		18.5178			17.8796	18.4872	
PROT_0502					19.7285	20.2787	19.6689	18.9194	19.8132	19.5725	19.1331	18.9469
PROT_0503		18.8116				18.6387		19.3513	19.1788		18.6995	
PROT_0504	24.4926	24.669	24.5611	24.2199	24.246	24.399	24.5988	24.3803	24.4693	24.2585	24.3677	24.3789
PROT_0505	20.8332	20.8344	20.6904	21.6283	21.1152	20.938	20.5284	20.8182	21.1061		20.8535	
PROT_0506	24.2006	23.649	24.4523	24.2427	24.258	24.1413	24.2172	24.0047	24.1759	23.8764	24.0921	24.1844
PROT_0507	20.5014	20.4501	20.9227	20.9969	20.9398	20.5269	20.47	20.6836	20.8161		20.4528	21.0992
PROT_0508	23.2397	22.9538	23.5371	23.3193	23.4104	23.4457	22.8687	23.2336	23.2261	23.1735		23.6031
PROT_0509	22.0031	22.153	22.1168	21.952	21.9982	22.3618	22.1101	21.9716	22.0972	21.7285	22.1412	21.9006
PROT_0510	19.1062	18.7733			19.1247					19.1203	19.1497	
PROT_0511	24.808	24.875	25.1702	25.0055	25.0473	24.918	25.1254	24.9981	24.9786		25.0988	24.7002
PROT_0512	23.7223	23.3593	23.6083	23.4589	23.908	23.5991	23.6697	23.5841	24.0579	23.3812	24.1617	23.1599
PROT_0513	23.7361	23.6968	23.9134	23.3321	23.676	23.6067	23.3043	23.501	23.7443	23.7202	23.8474	23.4988
PROT_0514	24.0492	23.8696	24.1485	23.9723	23.8493	23.9412	23.8907	23.8926	24.2884	23.9055	23.9773	23.9332
PROT_0515	21.3481	21.1182	21.2779	21.7787	21.5963	21.9249	21.348	21.3161	21.3539	21.4123	21.5409	21.7767
PROT_0516	23.3565	23.1397	23.1318	23.5421	23.3002	23.1727	23.1336	23.4115	23.0969	22.8945	23.4039	22.9149
PROT_0517	20.9183	21.3729	21.1633	21.3387	20.5583	21.0503	21.2352		21.1927	20.7232	20.9001	21.7578
PROT_0518	24.1978	24.679	24.16	24.4729	24.3945	24.3085	24.0567	24.2017	24.0238	24.0165	24.5113	24.2965
PROT_0519					19.6213	19.5015				20.2339	19.4587	19.9144
PROT_0520	27.7798	27.7683	27.805	27.4754	27.9533	27.6593	27.5608	27.7395	27.5638	27.5763	27.5042	27.6867
PROT_0521	24.3128	24.2	24.4676	24.5607	24.4852	24.7801	24.631	24.3851	24.6445	24.2279	24.3865	24.44
PROT_0522	23.6683	23.7855	23.5332	23.4223	23.7273	23.8359	23.5213	23.4338	23.7204	23.7153	23.4056	23.4671
PROT_0523	20.5996	20.5331		21.7139	20.2213	20.1514	21.7076	20.4841	19.9505	20.1552	20.5755	20.5937
PROT_0524	27.3616	27.4912	27.2253	27.4	27.3826	27.5942	27.255	27.2494	27.5264	27.0403	26.9741	27.2067
PROT_0525	24.6058	24.4372	24.3103	24.5097	24.6585	24.6382	24.4321	24.4994	24.4759	24.2555	23.971	24.4635
PROT_0526	25.68	25.4362	25.3666	25.3163	25.5437	25.5402	25.6405	25.2458	25.8578	26.071	26.0837	25.8867
PROT_0527	24.7287	24.7493	24.8538	24.9325	25.1493	25.6787	25.4061	25.481	24.3954	24.4427	24.3575	24.4669
PROT_0528	24.709	24.9012	25.1632	25.0776	25.2171	25.2557	24.9217	25.0877	25.1121	25.2647	25.2902	25.0122
PROT_0529	26.7125	26.4397	26.7292	26.7818	26.301	26.424	26.4989	26.1445	26.3088	26.4328	26.6235	26.547
PROT_0530	23.1496	23.0207	23.1982	23.0856	23.1512	23.0735	23.1868	23.0339	22.8505	22.9108	23.1718	22.9415
PROT_0531	24.0262	24.0833	24.0504	23.879	23.9073	23.7437	23.8487	23.7972	23.7735	23.3548	23.4126	23.742
PROT_0532	23.315	22.9472	23.0049	22.8654	23.2981	23.0039	23.1024	22.5761	23.2218	23.0851	23.02	23.0268
PROT_0533	23.398	23.6866	23.4208	23.315	23.7424	23.474	23.3596	23.437	23.7042	23.0937	23.4135	23.1334
PROT_0534	25.3503	25.5714	25.6997	25.4147	25.2711	25.6529	25.3389	25.7608	25.6182	25.4139	25.4394	25.7053
PROT_0535	26.7307	26.8357	26.6343	26.6846	26.5624	26.586	26.379	26.4043	26.9536	26.6592	26.7659	27.0837
PROT_0536	25.2121	24.9472	25.1436	25.5111	25.2568	25.1865	25.1361	24.9968	25.2211	25.0728	25.2417	25.0791
PROT_0537	26.4756	26.6481	26.6101	26.7269	26.5151	26.7398	26.5746	26.3788	26.5436	26.5797	26.681	26.5389
PROT_0538		24.4533	24.6613	24.527	24.312	24.2814	24.3977	24.326	24.1923		24.4162	24.1711
PROT_0539	20.3522	20.1638	20.8619		19.8137	20.2754	20.0514	20.0464	20.3196		20.4808	20.6482
PROT_0540	15.5897		16.3576		16.4998							
PROT_0541	21.7017	21.9515	22.3732	22.1673	22.1554	22.6544	21.7276	22.0969	22.6033	22.0248	22.0623	21.9827
PROT_0542	20.4869	20.1706	20.1725	20.1016	20.3969	20.0063	20.4479	20.3672	20.0346	20.1599	20.4172	20.9045
PROT_0543			18.8252		18.8259		18.4757		17.8989			
PROT_0544	25.4056	25.575	25.5429	25.4261	25.9087	25.6124	26.1284	25.6623	25.1942	24.9916	25.515	25.131
PROT_0545	24.2947		24.2886	24.3632	24.2546	24.5889	24.1328	24.1587	24.3207	23.9095	24.3237	24.1636
PROT_0546	21.789	21.9783	21.7989	21.5913	21.9812	22.2806	21.5607	21.527	22.232	21.9665	21.9724	21.711
PROT_0547								15.5665				
PROT_0548	20.8764	20.6576	21.0722	20.9841	21.3302	20.5763		21.1979	20.7252	20.698	21.2884	21.0737
PROT_0549	19.1479	18.2483	18.1074	18.4726	18.1501	18.2199	17.8308		17.8038		18.6694	
PROT_0550	25.6671	25.3951	25.4206	25.8343	25.93	25.6612	25.6955	25.5527	25.7596	25.4793	25.8696	25.537
PROT_0551	22.0709	22.1037	22.1277		22.3732	22.0556	22.1528	22.0513		22.0316	22.1197	21.6869
PROT_0552	25.8833	25.6907	26.0792	26.0246	26.0407	26.3367	26.0509	25.8837	26.1231	25.8913	26.06	25.9074
PROT_0553					17.3776							
PROT_0554			18.256	18.5992		19.7561	18.4984			18.2964		
PROT_0555	24.6663	24.3518	24.6781	24.67	24.4689	24.5208	24.3707	24.618	24.5968	24.4356	24.6106	24.4948
PROT_0556	24.3389	24.3836	24.4029	24.5215	24.5975	24.5279	24.5435	24.749	24.1699	24.3328	24.4078	24.3321
PROT_0557	20.6918	20.9572	21.0704	20.9236	21.3767	20.895	21.168	21.0688	20.8845	20.4704	20.6616	20.7763
PROT_0558	20.0064	20.0116	21.1498	20.5529	20.5518	20.1105	20.2229	20.2617	19.6795	20.323		19.9321
PROT_0559	24.2756	24.2	23.9519	24.0129	24.0801	24.0816	24.0236	24.1319	23.5923	23.9843	24.2103	23.9342
PROT_0560	22.1843	22.2577	22.2697	22.4102	22.6084	22.6326	22.1091	22.2523	22.1313	21.9211	22.0472	21.7126
PROT_0561	21.3708	20.9744	21.348			21.4625	20.9579	20.481	21.4557	20.9463	20.5841	20.8203
PROT_0562	20.825	20.4782	20.418	21.0495	21.0801	20.2776	20.605	20.1085	20.9821		21.086	21.3163
PROT_0563	24.5702	24.3635	24.8548	24.263	24.6353	24.4572	24.2135	24.0977	24.4853	24.3929	24.0224	24.4541
PROT_0564	25.0255	25.0551	24.9289	24.9471	24.7548	25.0214	24.8431	24.5474	24.9346	24.9504	25.1691	25.1441
PROT_0565	25.7479	26.0216	25.9133		26.2004	26.177	26.125	25.7995	25.8376	25.6864	25.6961	25.71
PROT_0566	25.8486	25.9894	25.7741	25.5763	25.9291	25.9744	25.8326	25.4697	25.7515	25.8483	25.5295	25.4229
PROT_0567		20.3017	20.4444	20.385	20.8856	20.1882		20.3716	20.6403	20.2696	20.4647	
PROT_0568	21.802	22.1436	21.6061	21.7483	21.9919	21.5679	22.027	21.7187	21.6983	21.7964	22.0305	21.5047
PROT_0569	26.2007	26.1898	26.2733		26.5428	26.5107	26.2581	26.0708	26.5574	26.1963	26.3342	26.2548
PROT_0570	20.7717	20.1999	20.6615		20.9353	19.9876	19.9515	20.3362	19.9662	20.3795	20.5596	20.1541
PROT_0571	23.6923	23.3153	23.356	23.5327	23.6946	23.6529	23.6862	23.4303	23.5663	23.3772	24.0031	23.4943
PROT_0572	23.8428	23.7524	23.7853	23.8147	24.1175	23.7513	23.9997	23.8517	22.8052	22.8428	22.7433	23.2502
PROT_0573	21.3167	21.2705	21.2209	21.0939	21.3223	21.1769	21.291	21.0553	20.7242	20.5162	20.7498	20.9756
PROT_0574	23.3599	23.0267	22.9108	23.5795	23.266	23.4133	23.5968	23.3886	23.4639	23.3487	23.1636	23.6388
PROT_0575	25.1466	25.3728	25.4292	25.2912	25.358		25.4639	25.2897	25.2102	25.3617	25.6427	25.8279
PROT_0576	27.8765	27.5731	27.6111	27.4971	27.8738	27.4724	27.7332	27.6066	27.5712	27.3193	27.6331	27.5877
PROT_0577	21.6531	21.937	21.8515	21.6207	21.8256	21.7124		21.8504	22.3493	21.4598	21.6808	21.7758
PROT_0578	21.8557	21.6362	21.4536	21.9233	21.9446	21.5892	21.8296	21.9724	21.6985	21.8814	21.7092	21.7465
PROT_0579	23.3992	23.5045	23.2535	23.5153	23.7599	23.6175	23.4098	23.3754	23.7814	23.3655	23.6757	23.8191
PROT_0580				19.4159				19.0838	18.411	18.8253	19.3614	
PROT_0581	23.3874	22.7466	23.0495	22.6853	22.9328	22.8288	23.0906	22.833	24.3057	23.5953	24.4826	23.8689
PROT_0582	18.6545	19.0598	19.2221			19.9548				18.9849	19.2437	18.6527
PROT_0583	24.4655	24.6318	24.8411	24.6041	24.5755	24.9926	24.6706	24.6432	24.3424	24.503		24.3628
PROT_0584	22.1351	22.0568	22.3882	22.3741	22.6006		22.1617	21.7799	21.7558	22.1033	22.6148	22.0761
PROT_0585	25.3971	25.7253	25.7102	25.4152	25.6837	25.843	25.6721	25.4408	25.8032	25.6623	25.5754	25.5251
PROT_0586	20.6619	20.9978	20.5722	20.5827	20.5553	20.719	20.0529	20.3408	20.3824	20.7163	20.4425	20.3398
PROT_0587	23.3318	23.346	23.7493		23.7575	23.5724	23.3367	23.3307	23.3519	23.0265	22.999	
PROT_0588	23.1577	22.8127	23.5804	23.1564	23.2133	23.5223	22.9919	22.8952	23.3358	23.4899		23.3671
PROT_0589	22.4235	22.3178	22.2073	22.6689	22.5285	22.3386	22.5341	22.7871	22.5354	22.3356	22.6262	22.5582
PROT_0590	25.2637	25.1527	25.1387	25.0867	25.2103	25.5478	25.2946	25.4447	25.1515	24.9765	25.0095	25.1909
PROT_0591	20.5176	19.9601	20.9272	20.1571	19.9811	20.7964	20.6464		20.7224	20.5935	20.5902	20.6086
PROT_0592	23.3454	23.35	23.4443	23.3681	23.4345	23.3785	23.4343	23.2846	23.5765	23.4161	23.3915	23.2647
PROT_0593	22.4446	22.3841	22.1287	22.7284	22.4023	22.7468	22.2146	22.2182	22.0768	22.2966	22.1976	22.1516
PROT_0594	21.4458	21.2139	21.2462	20.6682	21.3607	21.441	20.5103	20.7364	21.2042	21.3948	21.4171	21.5185
PROT_0595	26.2728	26.3213	26.3002	26.3431	26.273	26.5715	26.4642	25.8499	26.5488	26.1883		26.5358
PROT_0596	22.3453	22.5771	22.0395	22.0848	21.9518	22.4342	22.2456	22.2903	21.7993	21.419	22.0764	22.0175
PROT_0597	21.9601	21.4997	21.7395	21.7699	21.2475	21.7663	21.7583	21.5711	21.603	21.8055	22.1142	
PROT_0598	25.4146	25.2096	25.6136	25.4055	25.341	25.4321	25.5946	25.2109		25.3545	25.4857	25.3163
PROT_0599	21.9214	21.9115	21.7762	21.6462	22.1557	21.9894	21.9797	21.9864	22.3019	21.9177		22.2279
PROT_0600	22.296	22.4691	22.5534	22.7605	22.3002	22.079	22.2772	22.457	22.1998	22.2328	22.3539	22.1395
PROT_0601	21.1836	21.3008	21.352	20.8407	20.6529	21.3154	20.6758	21.4036	20.7834	20.6616	21.6702	20.6628
PROT_0602	24.5333	24.7381	25.069	24.6186	24.8581	24.5541	24.6239	24.5241	24.8367	24.6865	24.6062	24.8462
PROT_0603	24.2611	24.3662	24.3367	24.3116	24.3692	24.255	24.5375	24.586	24.39	24.0663	24.6085	24.1214
PROT_0604	20.5375	20.2749	20.8778		20.7285	20.3835	20.632	20.6037	20.7504	21.0702	20.8137	19.9235
PROT_0605	19.7624	19.7943	20.3008	19.1842	19.6796		20.2839	20.3509	20.3397	19.7456	20.7048	19.9797
PROT_0606	23.1738	23.7748	23.7799	23.6999	23.4816	23.7111	23.7038		23.4909	23.4782	23.6229	23.8169
PROT_0607	24.2277	24.3629	24.3467	24.3668	24.8325	24.3923	24.594	24.2605	24.4938	24.3288	24.804	24.4666
PROT_0608	21.1562	20.8651	21.5643	21.6438	21.7394	21.5006	21.4124	21.5183	21.9945	21.4213	21.5934	22.0566
PROT_0609	24.2562	24.0134	23.8644	24.2272	24.0085	24.1427	23.8462	23.8245	24.0862	24.3898	24.0426	24.1188
PROT_0610	25.9295	26.1828	25.8714	25.9817	26.158	25.9559	25.6665	26.1363	26.1372	26.1341	26.0704	26.1521
PROT_0611	20.8671	21.0328	21.08	20.8914	21.6843	21.2303	20.6579	20.8823	20.7058	20.8911	21.3457	21.2223
PROT_0612	24.7116	25.0359	25.0234	24.8119		25.025	25.0575	25.2233	24.8806	25.0672	24.8163	25.0446
PROT_0613	20.4921	21.0672	20.4851		20.2838	20.5137	20.7058	20.5367	20.5778	20.4507	19.9968	20.4975
PROT_0614	23.6899	23.8191	23.6926	23.8372	23.7406	23.8477	23.7905	23.5267	23.6631	24.0374	23.7536	23.4847
PROT_0615	22.9702	22.155	22.4594		22.7861	22.3593	22.8404	22.6704	22.6895	22.1769	23.0175	22.7048
PROT_0616	23.8055	23.9319	24.0658	24.0143	24.0365	24.2422	23.9487	23.8826	23.999	23.6573	23.9057	24.0725
PROT_0617	26.4844	26.6634	26.5535	26.8537	26.7982	26.883	27.1601	26.6159	26.6999	26.3785	26.8985	26.6514
PROT_0618	20.7825	19.9716	20.0791	20.4161		20.3959	20.4581	19.8374	20.2893	20.1741		20.6628
PROT_0619		18.8248	19.6072	19.4319	19.3776		18.4345	19.1606	19.4434	19.0245	18.9184	18.8505
PROT_0620	23.9498	23.9356	23.6945	23.8967	23.9163	23.6905	24.0228	23.5462	23.869	23.5216	23.7457	23.7656
PROT_0621	26.8283	26.8105	27.2402	26.5801	26.969	26.8679	26.8851	26.7458	26.8424	26.5287	26.7367	26.6427
PROT_0622	21.8673	22.0906	22.3053	22.3364	22.3273	22.544	22.09	21.8319	22.1785	22.3477	22.4191	22.8265
PROT_0623	19.2065	19.3886		19.4373	19.3097	19.5472	19.9543	19.1258	18.8704	19.9859		19.6481
PROT_0624							16.9325				15.8936	
PROT_0625	24.5276	24.7861	24.7299	25.1035	24.9368	24.485	24.3517	24.3281	24.4725	24.2779	24.7504	24.0781
PROT_0626	26.0028	26.0191	26.0071	25.8054		25.9184	26.2091	25.8122	25.9843	25.9038	25.7061	25.9085
PROT_0627	19.4188		19.8125	19.1088	19.1452	19.2556			19.1531		19.1618	19.707
PROT_0628	20.5124		20.4873	20.6366	20.3294	20.2124	19.8885	20.4966	20.7628		20.6536	19.9448
PROT_0629	23.056	22.7288	23.1315	22.8994	23.1939	22.9365	22.8989	22.7272	23.2457	22.8997	22.7919	22.9771
PROT_0630		22.2567	21.734		22.4352	22.0637	21.9469	22.0247	22.2523	22.2605	21.7376	22.0626
PROT_0631	24.4566	24.8464	24.4647	24.4035	24.7098	24.2263	24.4577	24.4847	24.4823	24.2583	24.4466	24.4462
PROT_0632	25.45	25.5698	25.5632	25.57	25.2634	25.6726	25.378	25.2942	25.4768	25.4683	25.4647	25.253
PROT_0633	26.6824	26.7015	26.7205	26.3453	26.8292	26.7216	26.4893	26.5517	26.8195	26.5378	26.3932	26.7729
PROT_0634	20.9776	21.5577	21.0175	21.3226	21.0707	20.9779	20.7725	20.9128	20.6889	21.1562	21.3437	
PROT_0635	22.5949	22.5886	22.6232	22.6814	22.9216	22.6157	22.7409	22.1031	22.5039	22.6762	22.435	22.6926
PROT_0636	25.8578	25.5595	25.9575	25.6453	25.7458	25.5349	25.6748	25.57	25.5277	25.9812	25.6598	25.7543
PROT_0637	22.2099	22.1664	22.4694	22.2673	22.0082	22.0025	22.0145	22.0174	22.3394	22.151	22.1306	22.1967
PROT_0638	23.2696	22.9711	23.2011	23.4823	23.4898	22.9668	23.087	22.6782	23.3496	23.1334	22.877	23.0372
PROT_0639	22.3428	21.3784	22.0076	22.0961	21.0862	21.0769	20.8606	20.9253	23.2049	23.2144	23.1539	22.6234
PROT_0640	26.6373	27.1114	26.9579	26.8971	26.9068	26.7707	26.8572	26.9361	26.2066	26.0464	26.3896	25.8884
PROT_0641	27.9472	28.0145	27.945	28.0278	28.199	27.7205	27.6452	27.9203	27.8325	27.8783	27.943	27.7774
PROT_0642	21.2016	20.9713	21.2596	21.1707	20.4654	21.1264		20.774	21.5394	21.0958	20.9577	21.203
PROT_0643	27.3032	27.4441	27.1504	26.7927	27.2894	27.3676	27.2889	27.2465	27.5079	27.3801	27.7125	27.5546
PROT_0644	19.933	20.1648	19.6822	20.4509	19.8737	20.1336	19.9042	20.1387	19.9185	19.6663	19.8455	19.3327
PROT_0645	22.2894	22.395	22.1143	22.0229	22.6258	22.8228	22.3277	22.5517	22.6818	22.3654	22.2332	22.2416
PROT_0646	23.5375	23.3553	23.3251	23.3478	23.3628	23.86	23.6723	23.2782	23.4278	23.1625	23.5282	23.4232
PROT_0647	22.7943		22.5314	22.0077	22.3131	22.6926	22.6423	22.5562	22.2156	22.7094	22.5889	22.6554
PROT_0648	21.0362	20.8874	21.4822	20.77	21.0631	20.5533	20.8187	20.9452	21.3782	20.6603	20.5224	20.534
PROT_0649	20.5311	20.0694	20.2859	20.1288	20.1979		19.5119	20.6677	20.0419	20.0021	19.3344	20.7374
PROT_0650												
PROT_0651	25.9858	26.1715	26.3484	26.1457	26.2729	26.2489	26.1811	26.2384	25.8851	26.1354	26.0083	25.8627
PROT_0652	28.0807	27.5688	27.8838	27.9421	28.0933	28.0877	28.2066	28.024	28.1023	27.5193	27.7426	27.6916
PROT_0653	22.077	22.0435	21.695	22.102	22.09	22.4053	22.6821	22.0545	21.6449	21.7022	21.7367	21.6632
PROT_0654	26.5504	26.5142	26.6786		26.8344	26.4983	26.5868	26.204	26.8272	26.8175	26.6242	26.6757
PROT_0655	26.5323	26.6507	26.7885	26.8164	26.5206	26.3055	26.5022	26.2977	26.8033	26.6034	26.5557	26.805
PROT_0656	26.5774	26.7817	26.5154	26.2994	26.5703	26.6951	26.76	26.4992	26.6662	26.671	26.6465	
PROT_0657	18.0185		17.6585			17.3582						18.209
PROT_0658	24.0632	23.359	23.9488	23.7803	23.8561	24.3449	23.8913	23.9472	23.9046	24.0821	23.8393	23.9311
PROT_0659	28.1129	27.8792	28.0548	27.9425	28.2094	28.0249	27.8759	27.9032	28.3205	28.2218	28.1632	28.2985
PROT_0660	22.534	22.5837	22.5743	22.9414	22.7414	22.7387	22.6861	22.4001	22.6835	22.494	22.8279	22.6766
PROT_0661	24.5963	25.083	24.6739	24.88	24.9232	24.7751	24.7731	24.7572	24.9357	24.5398	24.7663	24.6961
PROT_0662	22.6522	22.7305	22.9006	23.0447	23.0354	23.1501	22.5746	22.7149	22.4599	22.2904	22.958	22.7932
PROT_0663	25.4789	25.3174	25.7167	25.3288	25.5893	26.1019	25.343	25.544	25.3376	25.6455	25.5665	25.7417
PROT_0664					19.2723	18.9961	18.8153	18.7705	19.1258			
PROT_0665			18.9733		18.824				18.21		18.5558	
PROT_0666	22.239	22.6609	22.765	22.8433	22.9424	23.0011	22.7304	22.3735	22.9241	22.5669	22.6127	22.2722
PROT_0667	26.293	26.4179	26.1279	26.0609	26.2185	26.4264	26.2449	26.4457	26.364	26.5033	26.2292	26.4154
PROT_0668	23.0289	22.7864	23.314	22.906	22.8673	23.0207	22.8733	22.5247	22.745	22.7973	22.708	22.4755
PROT_0669		19.0858			19.0871	19.593		19.0255	19.1	19.2741		18.8808
PROT_0670	25.1477	24.6099	24.9718	24.9364	25.0355	25.1489	25.2316	24.9146	24.8894	24.9978	25.0621	24.9834
PROT_0671	23.8444	24.1746	24.0628		24.0749	24.0305	24.0031	23.8798	23.8116	23.8503	23.5933	
PROT_0672	20.8242	20.8958	20.8052	20.3468	20.7061	20.7478	20.9788		21.1563	20.875	21.1242	20.8717
PROT_0673		24.3918	24.5071	23.9702	24.5701	24.505	24.4859	24.2947	24.1782	24.5216	24.216	24.2221
PROT_0674	27.0611	27.3873	27.4788	27.7135	27.825	27.7317	27.6423	27.3438	27.6694	27.3616	27.5522	27.2545
PROT_0675	19.1407	18.889	19.4552	18.9661	19.1154	19.5345		18.7635	20.5811	19.2253		18.7933
PROT_0676			17.2397									
PROT_0677	20.0259		19.8377	19.65	19.3957	19.7451	19.8986	19.3573	20.3295		19.9757	
PROT_0678	20.8728	21.5445	21.6798	21.5451	21.1539	20.7321		20.5346	21.6742	20.9621	20.6052	20.983
PROT_0679	24.1509	23.9847	24.1148	24.1068	23.9456	24.0495	23.7469	23.6349	24.028	23.7795	23.8979	24.1154
PROT_0680	24.5722	24.2766	24.5913	24.5587	24.7489	24.4264	24.3085	24.1944	24.4629	24.4419	24.3638	24.6568
PROT_0681	20.4707	20.3683		20.33		20.4934			20.8379	19.8076	20.419	20.314
PROT_0682	20.2679		19.9721		19.3656	19.6252			19.8744	19.4315	19.6363	20.0625
PROT_0683							18.6649	17.5249		18.1829		18.3367
PROT_0684	26.9354	26.9514	27.0697	27.3012	27.0927	26.9982	27.0726	26.75	27.1083	26.8938	26.9501	27.2321
PROT_0685	28.5871	28.8684	28.5506	28.7832	28.6724	29.0099	28.7054	28.7903	28.3737	28.2397	28.6219	28.2889
PROT_0686	22.8694	22.7096	22.4268	22.9426	23.2662	22.8137	23.1527	22.7263	23.2958	22.6884	23.0035	22.8356
