protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2
PROT_0479	24.7366	24.8444	24.862	24.6602	25.5252	24.3122	24.3348	24.8149	24.7968	24.7397	24.9246	24.8214	24.7986	24.9642	24.7377	24.7009	24.9912	24.8907	24.5733	25.1366	25.161	24.5282	24.9389	25.0223	24.82	25.1325	24.9552	24.6197	25.1217	24.8888
PROT_0480	21.2725	21.2772			21.1321	20.7734	21.2581	21.2329	21.7247	20.949	20.7427	20.6663	20.8679	21.1546	20.6696	20.7879	20.8243	20.9212	21.0357	21.0656	21.2334	20.4599	20.5794	21.3515	21.2581	21.1395	21.0749	20.5835		21.1199
PROT_0481	22.6605	22.2704	22.6603		22.0686	22.3042	22.8205	22.5492	22.2861	22.5186	22.1319	22.4712	22.336	21.8915	22.8794	22.3865	22.1913	22.5729	22.4461	22.4186	22.534	22.0265	22.0509	22.2534	22.327	22.2184	22.7677	22.1367	22.9201	22.6613
PROT_0482	22.6797	22.2001	22.2248	22.0439	21.694	21.9798	22.3151	21.4366	22.2803	21.9765	21.2914	22.3869	21.9433	21.657	22.2129	22.1659	21.5612	22.097	22.3386	21.7359	21.9974	22.3487	21.4888	22.1499	21.6082		22.0282	22.1849	21.9705	21.6895
PROT_0483	24.3781	24.4637	24.5391	24.6496	24.5641	24.4171	24.8377	24.1563	24.4284	24.6171	24.3921	24.328	24.4638	24.2545	24.3036	24.2926	24.3437	24.6576		24.2326	24.3421	24.3067	24.2525	24.3257	24.4917	24.7165	23.1623	23.5178	24.617	24.5136
PROT_0484	25.9995	25.8839	26.017	25.8622		26.0317	26.0185	25.8661	25.8381	26.0411	25.5633	25.7628	26.2567	25.9226	26.0767	26.1161	25.5609	26.2334	26.0933	26.1801	25.9736	25.9341	26.063	25.8714	26.2648	26.1193	25.8376	26.0477	25.8564	25.6216
PROT_0485		18.5339	18.8909	19.402			18.8216			19.4958	19.6525	18.8613		18.6949	18.7943		18.9446	18.7436	18.9382	18.5736	18.7873					19.5744			19.4696	18.8734
PROT_0486	21.1041	21.4357	21.4467	21.0003	21.6098	21.3689	21.2602	21.3348	21.5137	21.4809	21.2748	20.8879	21.6262	21.0433	20.9481	20.7278	21.2388	21.3932		21.2679	20.2613	19.9567	20.4291	21.2002	21.1592	21.2654	20.9866	21.3868	21.2144	21.2219
PROT_0487	23.9679	24.1204	24.3779	23.9175	24.1853	24.1936	23.8999	23.8396	24.1166	23.9778	23.6462	24.0563	24.1193	23.9483	24.9184	25.2384	23.7232	24.2729	24.1951	24.1492	24.3553	23.7108	23.5881	24.369	24.3912	24.012	24.3314	24.0338	24.3168	24.3564
PROT_0488		21.6736	21.2085	21.7056	22.976	22.4839	21.4349		21.7375	21.7413	21.5476	21.2814	22.0324	21.1592	20.936	20.7839	21.2681			21.4604	21.3682	21.535	21.6118	21.7393	21.7926	21.4851	21.1	21.2559	21.2251	21.8688
PROT_0489	22.6051	23.0355	22.4019	22.1281	23.1687	22.5524	21.856	21.7437	21.7131	21.8932	22.2773	22.6266	22.5493	22.1652	22.6168	22.5359	22.6066	22.5479	22.4764	22.476	22.6462	22.348	22.6862	22.5369	22.2624	23.1583	22.3463	22.1342	22.9311	22.7002
PROT_0490	22.925	22.7759	22.7111	22.8844	22.9162	23.0196	22.8164	22.7882	23.0634	22.6416	23.5822	24.0419	23.14	22.5029		22.861	22.9252	23.0033	23.2533	23.041	23.2372	22.9176	22.7931	22.6273	22.8143	23.1629	22.9768	22.8762	23.435	23.1488
PROT_0491	23.7577	23.5905	23.6306	23.4098	23.6948	23.458	23.4048	23.5293	23.4566	23.5576	23.237	23.5784	23.8456	23.5542	23.4289	23.335		23.8639	23.6701	23.8665	23.3876	23.4723	23.5006	23.5709	24.0193	23.6818	23.8931	23.6779	23.2845	23.3938
PROT_0492	24.5161	24.4956	24.7084	24.3309	24.6095		24.4565	24.4995	24.4603	24.2034	24.619	24.7815	24.6104	24.0835	24.5308	24.2543	24.6253	24.5271	24.6487	24.5787	25.0151	24.2469	24.2778	24.8252	24.1928	24.8424	24.472	24.3746	24.742	24.6945
PROT_0493	22.688	23.3794	22.9588		22.9186	23.2085	22.3417	22.9962	22.8971	22.9419	22.7361	22.6966	23.1006	22.2717	22.9803	22.6151	22.7943	23.3167	22.3611	23.0086	22.9681	22.6828	23.0358	22.8173	22.9015	22.7137	22.1449	22.7942	22.6798	22.8131
PROT_0494	23.9207	24.3023	24.5645	23.8162	24.4717	24.4119	24.286	24.1213	24.241	23.9767	24.3007	24.6624	24.3139	24.0269	24.5099	23.9678	24.3248	24.3256	23.8218	23.8685	24.1949	23.9598	23.9759	24.7609	24.3042	24.2396	24.7916	23.9618	24.3628	24.4364
PROT_0495	19.7611		20.0924	19.4647	20.191	19.4048		20.0911	20.1224	19.9125	20.1643	19.6927	19.9855		19.6853		20.2895	19.7855	19.7398	20.3227	19.6985	20.0438	19.6487	20.6901	20.0487	19.8775	19.6909			20.1652
PROT_0496	22.0844	21.7638	22.0927	21.8864	22.1101	22.1492	21.8917	21.8415	22.3589	21.8446	22.3904	22.0906	22.142	21.8713	21.9496	22.1849	22.0793	22.1251	21.6911	22.2383	21.9276	21.9678	21.6423	22.1738	22.0078	21.6289		21.6923	21.876	22.2617
PROT_0497	21.5799	21.5342	21.4229	21.097	21.3461	21.5379	21.7764		21.452	21.6212	20.6914		21.3955	21.6502	21.5818	21.4014	21.1676	21.5189		21.125	20.6549	21.3843	21.1181	21.3332	21.5559	21.7723	22.175	21.7259	21.2176	21.0701
PROT_0498	25.7452	25.4997	25.5439	25.587	25.6443		25.4965	25.9348	25.6589	25.5236	25.5226	25.3062	25.3619	25.4654	25.2521	25.3697	25.2182	25.637	25.3133	25.6647	25.5797	24.9453	25.4963	25.713	25.8026	25.6994	25.2571	25.2286	25.4493	25.3491
PROT_0499	22.1145	22.3113	22.3438	22.3067	22.9782	22.5371	22.1016	22.3184	22.1284	22.4973	22.3718	22.4152	21.8028	22.4885	22.1526	22.6312	22.4451	22.1657	22.4521	23.1274	21.979	22.8904	22.2997	22.2068	22.3949	22.8834	22.3938	22.6411	22.5018	22.2892
PROT_0500	24.2719	24.4524	24.4201	24.5986	24.609	24.4361	23.9908	24.4057	24.475	24.5051	24.458	24.2664	24.2018	24.1522	24.1065	24.2053	24.4022	24.6603	24.0502	24.5119	24.6928	24.3442	24.0903	24.7146	24.5323	24.739	24.3095	24.2579	24.2243	24.6147
PROT_0501						18.5218	18.2965						17.5854		17.1563			18.1491		17.9741							17.5913	17.7821		
PROT_0502	19.475	19.8057	19.0393		20.0363		19.2101	19.839	18.9557	19.8866		18.772		19.2407		19.3942	19.5315			20.0513		19.4292			19.74	20.4224	19.9316		19.9805	19.5899
PROT_0503	18.9506		19.2111	19.6463		18.9578	19.5849		18.4091	19.5387			19.3764				19.3224	19.3195	19.139	19.2477		19.8279		18.7174	18.8792	19.3312			18.9092	19.0791
PROT_0504	24.3127	24.5333	24.7702	24.2932	24.0967	24.4477	24.3878	24.3378	24.7054	24.2807	24.448		24.595	24.262	24.5165	24.2921	24.4039	24.9063		24.1157	24.7236	24.2542	24.2108	24.5806	24.1008	24.356	24.3148	24.3161	24.2736	24.3609
PROT_0505	21.0524	21.374	21.2332		21.3582		20.872	21.3878	20.8571	21.4979	21.0647	20.7533	20.9562	21.0858	21.1075	21.0191	20.9896	21.2292	21.2292	21.2406	21.2521	21.0535	20.6229	21.3587		21.0066		19.6193	19.8632	
PROT_0506	23.6477	24.1164	23.9521	23.8328	24.2132	23.9977	23.8328	23.8849	24.0813	24.229	23.7982	24.2127	24.4153	24.0411	23.9529	23.9771	24.2321	24.1144	23.8859	24.08	24.0049	23.8256	23.8015	24.4016	24.314	24.3043	23.9355	23.9359	24.2681	23.9816
PROT_0507	20.5276	20.8751	20.7759	21.4266	21.7078	20.4848	21.1947	20.9564	20.5333	20.1958	20.6773	20.5439	20.4733	20.9995	20.3497	20.4365	20.6441		21.0723	21.2922	20.6391	20.4332	21.0364	20.8038	20.1671		20.9671	20.8071	20.7597	19.5571
PROT_0508	23.3263		23.6848	23.4878	23.3128	23.4267	23.3653	23.4111	23.667	23.7347	23.3229	23.4148	23.2894	23.4721	23.521	23.258	23.2538	23.5128	23.6012	23.4251	23.703	23.7476	23.2628	23.576	23.4204	23.3732	23.3585	23.4783	23.5937	23.6554
PROT_0509	22.2816	21.9188	21.8834	22.0784	22.298	21.5191	21.3077	22.0425	21.5105	21.4377	21.8142	21.4422	21.7934	22.6157	21.3012	21.6477	21.8539	22.0321	21.5598	22.6386	22.337	21.8669	21.8258	21.3958	21.9909	22.3571	21.7526	21.6586	22.058	21.5373
PROT_0510	19.9232	19.9816		19.0752	19.1146		19.8218	18.8567	19.3794	19.7215	19.0011	19.8952	19.5872	19.0757	18.6902	19.4562		19.0998	19.2552		20.5121		19.8805	19.7127	19.2729		19.8701	19.1079	19.2367	
PROT_0511	24.7393	24.6455	25.0097	24.5341	25.3359	24.9529	24.6043	25.261	25.2211	24.5934	24.9963	24.7681	24.8669	24.8636	24.6542	24.9013	24.935	24.888	25.077	24.7736	24.9213	24.9358	24.6989	24.9128	24.6924	25.072	24.8879	24.7431	24.6922	24.9618
PROT_0512		23.5026	23.4067	23.6744	23.7016	23.68	23.7195	23.9234	23.48	24.0038	23.677	23.4126	24.0676	23.4951	23.0428	23.2121	23.6831	23.9209	23.96	23.7619	23.5655	23.6263	23.6559	23.4456	23.8209	23.5218	23.774	23.7222	23.2869	23.6654
PROT_0513	23.9992	23.8173	24.2432	23.617	23.8453	23.9815	23.6499	24.0317	23.8559	23.7393	24.0237	23.825	23.8238	24.013	23.6554	23.9159	23.9829	24.4111	23.5195	24.1618	23.9427	23.5537	23.5984	23.924	23.7662	23.9556	24.275	23.2781	23.8142	23.513
PROT_0514	23.6579	23.7651	24.0502	24.3203	24.0958	24.0069	24.2836	24.4164	24.4146	23.7983	24.0011	24.1618	24.4467	24.1439	24.0275	24.163	24.1806	24.0129	23.8845	24.3675	24.2656	24.2024	23.8542	23.9682	24.1248	24.2736	24.0748		24.3161	24.2173
PROT_0515	22.053	21.5685	21.9586	21.995		21.3795	21.5076	22.2128	21.1528	21.8518			21.2389	21.5396	21.149	21.2244	21.5068	21.4752	21.5076		21.7968	21.7814	21.8184	21.4984	21.6213	21.7484	21.6183	21.5831	22.1288	
PROT_0516	23.5095	23.3489	23.1718	23.3161	23.3055	23.314	23.0635	23.2104	23.0157	22.8992		23.2987	22.9549	23.5595	23.2819	23.415	23.4004	23.3909	23.1568	23.4287	23.7836	23.3535	23.0578	23.1152	23.3637	23.3479	22.9345	23.0307	23.2947	23.3025
PROT_0517	21.2879	21.3371	21.3502	21.2679	21.3375		21.3797	21.2946	21.3872	21.2268	21.0757	20.4184	21.5414	20.6072	20.546	20.8842	20.7599	21.2322	21.1825	20.9098	21.4085	20.3994	21.4326	20.5334	21.9216	21.5609	21.3155	21.0	20.8912	21.0489
PROT_0518	24.5113	24.4232	24.1458	24.0794	24.5744	24.4794	24.4459	24.3307	24.0035	23.949	24.203	24.2035	24.4684	24.2348	24.1963	24.546	24.466	25.0029	24.6191	24.479	24.1137	24.1285	24.2741	24.0095	24.397	24.522	24.4071	24.5605	24.8321	24.4632
PROT_0519	18.9015		19.3234	18.9746	19.089	20.0888	19.0324		19.6127	18.9864					19.5833			18.3656		19.4725		18.994	18.6512	20.812	20.0357		19.6504	20.1048	19.0782	
PROT_0520	27.7193	27.7467	28.0689	27.9469	27.9112	28.081	27.841	27.6872	28.0795	28.0801	27.5402	27.9756	27.8012	27.8222	27.8491	27.7439	27.654	27.8434	27.5666	27.8383	27.9518	27.928	27.6984	27.9371	28.1182	27.9478	27.6189	27.5519	27.7818	27.9936
PROT_0521	24.7977	24.301	24.5775	24.4015	24.5089	24.2156	24.7195	24.595	24.3492	24.4823	24.4501	24.4394	24.6761	24.156	24.1258	24.334	23.8718	24.1376	24.3938	24.6204	24.5715	24.6027	24.1119	24.1289	24.3377	24.6532	24.5953	24.5743	24.3405	24.2642
PROT_0522	23.925	23.8591	23.4109	24.1876	23.8323	24.0014	24.8002	24.5103	24.7186	24.7436	23.6713	23.9141	24.0457	23.5641	23.607		23.9648	23.75	24.3937	23.6891	24.3626	24.5646	23.8813	23.6582	23.9695	23.8391	24.0818	24.1911	23.7172	23.9624
PROT_0523	20.8232	20.0283	20.786	20.9456		20.4997	20.9936	20.381	20.602	20.5165		20.4515	20.57	20.0428		20.4675	20.5661	20.6148	21.1323	20.4604	20.6021	20.5376	20.504	20.7209		20.6648	20.2235	20.0585	20.5941	20.7198
PROT_0524	27.4824	27.3123	27.4441	27.5868	27.4681	27.6791	26.6172	26.7114	27.4933	27.579	27.3404	27.574	27.4015	27.5912	27.2295	27.552	27.3695	27.5053	27.5615	27.1603	27.69	27.4067	27.2296	27.585	27.4527	27.5009	27.4128	27.5049	27.4304	27.4589
PROT_0525	24.3344	24.5447	24.5008	24.5317	24.7577	24.3731	24.8464	24.975	24.6398	24.375	24.4864	24.4977	24.3203	24.6507	24.5994	24.5316	24.4702	24.593	24.5651	24.3347	24.8296	24.2813	24.1847	24.4753	24.4886	24.3667	24.4375	24.2835	24.6248	24.8972
PROT_0526	25.6773	25.2195	25.4731	25.3439	25.8909	25.3773	25.1996	25.2298	25.5379	25.3163	25.3812	25.4149	25.3563	25.2481	25.3311	25.3372	25.3409	25.5091	25.3889	25.3305	25.5681	25.3411	25.2855	25.2184	25.5506	25.5097	25.3559	25.467	24.8402	25.0402
PROT_0527	24.5528	24.6514	24.9074	24.9557	25.5714	25.4847	24.8324	24.4108	24.6335	24.4773	24.5627	24.3687	24.6785	24.739	25.2709	25.8465	24.7895	24.5984	24.6455	24.3849	24.6747	24.6378	24.8009	24.8532	26.1629	25.8252	24.8948	25.0293	24.6567	24.4566
PROT_0528	24.6884	24.6504	24.8679	24.4035	24.7984	25.2537	24.1707	23.9907	25.1032	24.68	24.733	25.065	25.1269	24.5286	24.8261	24.4727	24.5247	25.2247	24.6716	24.8117	24.9739	24.7041	24.69	24.6871	24.6327	24.8723	25.0565	24.5129	24.6272	24.7859
PROT_0529	26.7856	26.5398	26.7539	26.7553	26.6223	26.4932	26.5577	26.5931	26.7323	26.4938	26.3163	26.6768	26.692	26.6012	26.3996	26.6019	26.0909	26.7406	26.8358		26.7288	26.5966	26.1881	26.8041	26.8118	26.6105	26.6941	26.4931	26.1679	26.7227
PROT_0530	23.0756	23.0958	22.8893	22.9342	23.0215	22.7753	23.1352	23.1794	22.8395	22.8588	22.9854	22.6901	22.808	23.336	22.948	23.1238	22.563	23.0594	22.9195	23.2118	23.0938	22.7557	22.3743	23.0365	23.0543	23.2108	22.7034	22.9883	22.9741	23.231
PROT_0531	24.164	24.3404	24.4122	24.2118	24.5447	24.5569	23.9296	24.3537	24.5049	24.4329	23.6904	24.4832	23.8948	24.1001	24.3114	23.9758	23.9611	24.3255	23.3409	23.4409	24.2998	23.966	23.8153	24.1425	24.0374	23.9497	24.1848	24.1214	24.185	24.273
PROT_0532	22.3333	22.937	22.6194	22.4475	22.9617	22.6763	22.7699	22.458	22.519	22.5008	22.5865	22.8436	22.8096	22.5538	23.0869	22.6303	22.6197	22.6123	22.6384	22.6376	22.755	22.3628	22.6732	23.2573		22.8275	22.5136	23.0176	22.7527	23.4911
PROT_0533	23.2161	23.4373	23.6413	23.0946	23.5002	23.4108	22.9139		23.7855	22.9329	23.4301	23.6761	22.4029	23.2782	23.1802	23.3334	22.7702	23.651	22.9709	23.4646		22.9019	23.1523	23.1181	23.0833	23.3591	23.4685	23.1801	23.7039	23.5255
PROT_0534	25.695	25.6516	25.7216	25.5986	25.6796	25.7208	25.2729	25.7341	25.7418	25.485	25.7078	25.4814	25.5374	25.6151	25.4032	25.6643	25.7275	25.7507	25.487	25.9038	25.5497	25.8712	25.6458	25.4999	25.453	25.8786	25.6026	25.509	25.7862	25.5001
PROT_0535	26.7269	26.7168	26.68	26.6947	26.5506	26.5523	26.9751	26.9054	26.9701	26.7708	26.692	26.8572	27.0583	26.5992	26.6244	26.5444	26.3865	26.8501	27.1864	26.8738	26.7298	26.8965	26.6936	26.7141	26.5961	26.7397	26.8904	26.8294	26.6949	26.6494
PROT_0536	24.9879	25.0719	24.9364	25.3156	25.4209	24.8475	25.0308	25.2432	25.2442	25.3427	25.0577	25.4353	25.1978		24.8678	25.2094	24.9542	25.3846	25.1335	25.3758	25.1249	25.121	25.0654	25.097	25.0779	25.3255	25.0879	25.1256	24.7	24.7814
PROT_0537	26.5752	26.4064	26.9405	26.6125	26.5275	26.8023	26.8213	26.4137	26.8403	26.7113	26.543	26.8405	26.7757	26.4626	26.8834	26.9023	26.279	27.1004	26.7983	26.521	26.7262	27.1822	26.4423	26.7816	26.8445	26.9533	26.7443	26.5556	26.5449	27.0245
PROT_0538	24.264	24.5776	24.2027	24.1473	24.482	24.0965	24.2924	24.0364	23.9137	24.3304	24.3988	24.2482	24.7916	24.2152	24.1147	24.4292	24.6167	24.3251	24.3616	24.5804	24.1962	24.1548	24.1706	24.2401	24.6301	24.5031	24.169	24.2414	24.2424	24.4234
PROT_0539	20.7235	20.2438	20.1927	20.2288	20.7557	20.7499	20.3973	20.7863	20.9413		20.4747	21.0026	20.3512	20.2255	20.4629	21.057	20.732	20.3864		20.7833	20.4926	21.0772	19.9342	20.6448	20.2165	21.4197	20.9339		20.6641	21.0158
PROT_0540																									16.1609					
PROT_0541	21.9964	22.2947	22.3408	21.9009	21.99	22.4895	22.4493	21.666	21.9085	22.8302	22.0345	22.1787	22.279	21.9354	22.1869	22.1177	22.1625	21.8304	21.866	21.8593	22.3194	22.1233	21.7324	21.9882	22.2237	22.1857	22.1055	22.1091	22.0163	22.3347
PROT_0542			20.6805	19.7583	20.2868		20.1695	20.5649	19.6137	20.5614	20.4077		19.7827	20.7562	20.0856	19.9474	19.5775	19.9055	20.0206	20.4058	20.108	20.2037	19.5492	20.44		20.2966	19.8927		19.518	19.9226
PROT_0543		17.7729	18.2498	17.2124								18.9985		18.2692		17.6083		18.9846		18.4527	19.4968	18.6889		18.4404		20.0189			18.5739	18.0221
PROT_0544	25.2618	25.3926	25.6856	25.4764	26.0674	25.7433	25.2724	25.5766	25.7352	25.5393	25.266	25.464	25.5655	25.5882	25.7544	25.6959	25.426	25.5363	25.2179	25.6745	25.3018	25.0618	25.5277	25.7411	25.6605	25.953	25.6475	24.9754	25.5391	25.5128
PROT_0545	23.8493	24.1175	24.4261	24.3931	24.3611	24.2156	24.1508	24.3877	24.2397	24.1319	24.0121	24.0553	24.74	24.3345	24.4019	24.418	24.3232	24.2813	24.0756	24.3432	24.4809	24.5482	24.7014	24.3713	24.4945	24.7798	24.1352	24.3193	24.4738	24.3812
PROT_0546	21.6669	21.8991	22.0021	21.956	21.7353	21.6174	21.8558	21.7002	22.455	21.3998	21.836	21.7739	21.591	21.5428	21.3142	21.7905	21.8544	21.638	22.0219	21.51	21.6958	21.7484	21.5678	21.7563	21.6603	22.1255		22.4702	21.652	21.7355
PROT_0547																			17.6304				18.0808							
PROT_0548	21.417		20.8988	21.3328	21.3296	21.1554	20.8893	21.0041	21.1561	20.9416	20.9311	20.8344	21.3634	21.1431	20.9388	21.8773	20.9822		21.0333	20.7992	20.7277	20.0899	20.9385	20.8046	20.7897	21.1786	21.1376		21.2455	20.5191
PROT_0549		18.5881		18.726	18.1903			18.2487			18.189				18.9177		18.0304				18.5559	18.6237	18.1218				18.1785	18.7968		18.6149
PROT_0550	25.9871	25.7893	25.5498	25.3885	25.8171	25.7344	25.5066	25.8945	25.7094	25.5239	25.2023		25.6585	25.5734	25.9055	25.2338	25.4318	25.4479	25.2152	25.4962	25.5847	25.4993	25.6489	25.603	25.5438	25.46	25.6034	25.4434	25.3405	25.5318
PROT_0551	22.2228	22.7134	22.2155	22.238	21.2168	21.0829	22.4566	22.7042	22.3277	22.6434	22.6586		21.6716	21.8419	22.1792	22.2871	22.4007	22.5508	22.2017	22.9778	22.3989	22.4912	22.6299	22.2179	22.6193	22.7237	22.3119		22.3539	22.59
PROT_0552	26.2719	25.7253	26.2966	26.1491	25.6915	26.1827	26.1416	26.3085	25.9251	26.2995	26.085	26.0665		26.1152	25.9678	26.1939	26.3773	26.3695	26.2926	26.2044	26.2271	26.141	25.9709	25.9488	26.0305	26.002	26.1298		26.0914	26.1501
PROT_0553											17.2799																			17.2566
PROT_0554	18.2697		19.3851			19.0871		18.138	17.7469	18.4842	18.2669	18.2519			18.8527	19.5557		19.7742		18.6659	19.3124			19.5664				18.1696	18.5006	
PROT_0555	24.578	24.285	24.3097	24.3911	24.2149	24.1633	24.3154	24.4312	24.281	24.6941	24.3366	24.7462	24.4389	24.4167	24.2605	24.4376	24.3295	24.4158	24.2363		24.3616	24.4024	24.4361	23.669	24.5845	24.6819	24.4659	24.0286	24.2326	24.2364
PROT_0556	24.3864	24.2527	24.3273	24.42	24.5392	24.3108	24.4086	24.596	24.4902	24.536	24.1284	24.5181	24.7229	24.4248	24.6649	24.4325	24.332	24.4199	24.3947	24.3112	24.4129	24.4429	24.4575	24.3781	24.4377	24.2295	24.0749	24.6603	24.7658	24.4079
PROT_0557	20.8853	20.6437	20.4869	20.0738	20.434	20.7099	20.3369	21.2422	20.8542	20.4123	20.3001	20.2894	21.1093	20.6963	20.4176	20.7425		20.6381	21.0811	20.1978	21.1694	20.9747		20.9901	20.726	20.6458	20.5628	21.0062	20.0415	20.2852
PROT_0558	19.9736		20.611	19.662		20.1605	19.9513	19.8956	20.6724	20.6586	20.3341	19.895	19.7799	21.2351	20.1549	19.3056	19.3546	19.3967	20.6677	20.2141	20.2478	20.5196	19.9008	19.904	20.4094	20.8783	20.0069	19.6961	19.9014	20.4091
PROT_0559	23.604	23.936	23.7687	23.6537	24.1623	23.5145	23.7415	23.6238	24.0229	23.5356	23.7118	24.109	23.8108	23.7266	24.0466	23.9182	23.7799	23.7899	23.9119	23.5236	23.9796	23.328	24.027	24.0806	23.8017	24.0057	23.8777	23.7901	23.6804	23.8351
PROT_0560	22.388	21.9465	22.3735	22.724	22.2458	22.0772	22.1344	21.5536	22.2589	22.6107	22.3287	21.9249	22.3913	22.1898	21.9472	22.0621	22.4188	22.1239	22.7111	21.5805	22.1372	22.1777	21.9205	22.2461	22.4791	22.407	22.206	22.4099	21.8558	22.4802
PROT_0561	20.6092	20.9849	21.242	21.1654	21.678	21.1556	21.3002	21.476	21.2762	21.5674	21.1962	21.2237	21.1749	21.0993	20.5154	20.5978	21.0163	21.1765	20.8778	21.2929	21.05	20.725	20.8644	21.1826	20.9749	21.6851	22.2426	21.6381	21.6826	21.6368
PROT_0562		20.613	21.0952	20.3825			21.0859	20.6701	20.8528	20.8425	20.5728		20.8619	20.5073	20.7353		20.3857	20.7754	20.5548	20.6695	21.0446		20.7686	20.6409	21.1195	20.7376	20.2852	20.0263	21.2888	20.9049
PROT_0563	24.7809	24.4724	24.4681	24.5647	24.6987	24.7483	24.1855	24.4907	24.6276	24.28	25.3318	24.9829	24.5971	24.375	24.6019	24.2086	24.708	24.3925	24.5859	24.4875	24.513	24.4446	24.5995	24.7582	24.7629	24.854	24.3504	24.0902	24.6121	24.595
PROT_0564	25.0186	25.0738	25.272	24.9366	24.7839	24.7479	24.9373	24.9323	25.0299	24.9344	24.8755	24.6966	25.2027		24.8108	24.9087	24.956	25.4876	24.6071	24.8732	25.2294		24.944		25.1967	25.2762	25.078	25.014	25.0757	24.8995
PROT_0565	25.9995	25.6909	25.7173	25.7106	25.5687	25.763	25.6372	25.5735	25.8084	25.6018	25.7684	25.735	26.0875	25.7648	25.931	25.7294	25.5143	26.0079	25.7775	25.6833	25.8594	25.9314	25.5927	25.6011	25.9444	25.9356	25.7778	26.0292	25.5289	25.8471
PROT_0566	25.1776	25.4109	25.5362	25.357	25.9505	25.9503	25.3909	25.4766	25.4014	25.7014	25.6014	25.7496	25.8538	25.3148	25.6898	25.4931	25.4294	25.8305	25.4886	25.6051	25.592	25.6604	25.29	25.9257	25.3961	25.372	25.2808	25.2881	25.3395	25.609
PROT_0567	20.0846	20.1597	20.5267		20.1669	20.8395	20.588	19.7175	20.0075	19.7731		20.6382	19.641	20.5311	20.6901	20.823	21.0926	20.5599	20.3145	20.6065	19.9416	19.9134	19.8341		20.5378	20.2162	20.2069	19.9901	20.9474	20.3005
PROT_0568	22.0768	21.6953	21.9813	22.0205		21.604	21.3759	22.0296	21.4931	22.6326	22.1108	21.7095	21.8177	22.5485	21.7222	21.3513	21.9015		21.7069	22.0331	21.9598	21.5543	21.4384	21.8926	22.4082	22.0738	22.0323	21.756	21.948	22.0954
PROT_0569	25.9347	26.2995	26.2017	25.9393	26.7181	26.1919	25.9681	26.0538	26.2496	26.1453	26.1449		25.4422	25.6427	26.1944	25.8051	26.2824	25.9514	26.0761	26.4355	26.645	26.1029	26.2872	26.2046	26.2294		26.2603	26.2929	26.3185	26.0677
PROT_0570	20.3465	20.1974	21.0495	19.8017	20.8142		19.9372	20.2479	20.2496	19.7721	19.9956	21.0278	20.1272	20.1916	20.3199	20.1471	20.0898	20.4846	19.8238	20.2275	20.7788	19.7584	19.482	20.7045	20.351	20.1036	20.6697	19.7839	20.6173	20.1764
PROT_0571	23.9043	23.955	23.7302	23.8028	23.8527	23.9014	23.9207	23.8197	23.7869	23.5404	24.11	24.0024	23.8101	23.8782	23.4839	23.5266	23.4736	23.6973	23.9663	23.8394	23.6933	23.6763	23.308	23.2971	23.6832	23.8402	23.767	23.4784	23.5579	23.8687
PROT_0572	23.7654	23.6212	24.3344	23.9706		24.2276	23.8344	23.8078	24.0669	24.0392	24.0243	24.1035	22.9253	22.8327	23.2257	23.0623	23.9198	23.8068	23.9024	24.043	23.8344	23.8464	23.9433	23.9454	24.1515	24.018	23.8532	23.7286	23.9261	23.8765
PROT_0573	21.2	21.0811	21.5495	21.1856	21.288	21.2442	21.0698	21.2902	21.0844	21.0163	21.341	21.4498	20.3634	20.3399	21.0385	20.5432	21.7482			20.8486	21.0123	21.4367	20.799	21.2498	20.9305	21.8281	21.7246	21.4002	21.2039	21.2521
PROT_0574	23.0391	23.2068	23.6916	23.1458	23.5045	23.3096	23.3642	22.8262	23.5405	23.1804	22.7755	23.1113	23.3137	23.3172	22.6876	23.0293	23.7793	23.3672	22.7548	23.0971	22.9181	23.4009	22.8739	23.1135	22.8321	22.7125	23.1684	23.046	23.1737	23.4389
PROT_0575	25.0701	25.3531	25.4299	25.4529	25.4743	25.1799	25.2783	25.4495	25.1537	25.5805	25.4847	25.1646	25.4969	25.2525	25.3744	25.1244	25.3334	25.5475	25.3258	25.6909	25.301		25.1159	25.5311	25.5748	25.5105	25.3335	25.4965	25.2548	25.1558
PROT_0576	27.4633	27.2754	27.5576	27.4478	27.7192	27.4123	27.2763	27.2541	27.5445	27.5023	27.3814	27.2009	27.5738	27.2987	27.2144	27.7004	27.4902	27.8027	27.4512	27.4588	27.3389	27.4849	27.551	27.8299	27.3627	27.674	27.3528	27.1238	27.5279	27.4897
PROT_0577	22.1889	21.6131	21.5528	21.5456	22.1754	21.4513	21.6005	21.5354	21.711	21.5609	22.2105	21.8447	21.3887	21.3838	21.8064	22.0183	21.8365	21.6977	21.9095	21.71	22.2402	21.8748	21.8422	21.469	22.1657	21.8551	21.6661	21.6224	21.3214	21.8951
