protein_id	WT1_t1	WT1_t2	HetEd1_t1	HetEd1_t2	HomEd1_t1	HomEd1_t2	HetRev1_t1	HetRev1_t2	HomRev1_t1	HomRev1_t2	WT2_t1	WT2_t2	HetEd2_t1	HetEd2_t2	HomEd2_t1	HomEd2_t2	HetRev2_t1	HetRev2_t2	HomRev2_t1	HomRev2_t2	WT3_t1	WT3_t2	HetEd3_t1	HetEd3_t2	HomEd3_t1	HomEd3_t2	HetRev3_t1	HetRev3_t2	HomRev3_t1	HomRev3_t2	WT4_t1	WT4_t2	HetEd4_t1	HetEd4_t2	HomEd4_t1	HomEd4_t2	HetRev4_t1	HetRev4_t2	HomRev4_t1	HomRev4_t2	WT5_t1	WT5_t2	HetEd5_t1	HetEd5_t2	HomEd5_t1	HomEd5_t2	HetRev5_t1	HetRev5_t2	HomRev5_t1	HomRev5_t2
PROT_0544	25.3634	25.5246	25.643	25.6436	25.6243	25.3359	25.9752	25.7248	25.8706	25.3234	25.6717	25.6278	25.3493	25.7855	25.9295	25.7031	25.509	25.1027	25.0071	25.3054	25.4318	25.4191	25.3479	25.4158	25.67	25.926	25.9669	25.4943	25.4284	25.5243	25.2417	25.1056	25.5345	25.5907	25.6814	25.7152	25.4129	25.5732	25.3053	25.2318	25.5808	25.8126	25.4559	25.6881	25.5348	25.5424	25.5749	25.2075	25.5182	25.2342
PROT_0545	24.0685	23.9489	24.4965	24.3183	24.3521	24.518		24.5946	24.3866	24.362	24.4411	24.2475	24.3576	24.5012	24.0769		24.3803	24.2509	24.3706		24.496	24.1962	24.3306	24.2246	24.6839	24.4251	23.9127	24.3032	23.8594	24.6159	24.4663	24.7229	24.6451	24.339	24.5667	24.6365	23.9591	24.4191	24.0513	24.4612	24.6012	24.301	24.1979	24.2816	24.4106	24.2116		24.4462	24.8725	24.6569
PROT_0546	21.9858	21.754	21.31	21.4888	22.1006	21.8841	21.8624	21.752	21.9717	22.3163	22.2527	21.9593	21.426	21.4932	22.4954	22.1207	21.9025		21.9253	21.9452		21.6108	22.2842	21.6642	21.9442	21.8978	22.5755	21.8739	21.3313	22.2121	21.9397	21.6791	21.7923	21.3461	21.937	21.9815	21.9157	21.7452	21.303		22.1913	21.9759	22.2942	22.3646	21.7735	21.7787	21.8504	21.9852	21.1774	22.01
PROT_0547																									16.6697																									
PROT_0548	21.3113	20.9898	20.9519	21.0127	20.7492	20.8857	21.4093	20.9562	20.826	21.0265	21.3961	21.0915	20.6258	21.1019	21.0832	21.5025	21.124	20.7822	21.1633	21.2411	21.5871	21.0324	20.9852	20.6573		21.237	20.8541	20.6184		21.556	21.2858	20.5773	20.5096	20.5285		21.0195	21.1475	21.0332	21.1017	21.0068	20.6453	20.8471	21.2339	20.8835		21.5412	21.1052	21.1822	21.2435	20.6665
PROT_0549									18.7336		18.093		17.7855	18.8987			18.6755				18.242		18.5354	19.2729					19.2788				19.0531		18.0797	17.8337			18.9448			19.2147	17.9989		18.4479				19.0285	19.3591
PROT_0550	25.5281	25.6399	25.4085	25.9203	25.5113	25.5208	25.7555	25.807	26.0287	25.7855	25.3543	25.2289	25.6993	26.0227	25.7816	25.6631	25.644	25.5075	25.6036	25.5115	25.7264	25.4911	25.8329	26.0748	25.6869	25.6814	25.5575	25.3019	25.9304	25.9793	25.4026	25.4055	25.4767	26.0057	25.6279	25.4342	25.646	25.8332	26.1212	25.8907	25.3567	25.5426	25.698	26.2649	25.6594	25.4388	25.6854	25.3543	25.7	25.311
PROT_0551	22.5366	22.009	22.5324	22.935	22.2261	22.2945	22.8793	22.1583	22.3021	22.0815	21.9024	22.3633	22.3126	22.748	22.1513	22.6662	22.5771	22.3909	22.0547	22.1656	22.6556	22.6232	22.0263	22.4221	22.2394	22.4491	22.9299	22.3558	22.3413	22.4808	22.1191	22.7089	22.4702	22.286	22.4045	22.3205	22.6649	22.4836	22.8739	22.4115	22.3412	22.4775	22.3406	22.2034	22.465	22.4088	22.3713	21.5906	22.8328	22.8577
PROT_0552	26.2087	26.0566	26.0642	26.0481	26.2329	25.7235	25.8046	26.1685	26.1182	25.825	25.9764	26.2445	26.0698	26.2098	25.9065	25.957	25.9645	26.0807	25.9628	26.2705	25.8394	25.7213	25.9417	25.6216	26.2162	25.9085	25.8254	25.9352	26.076	26.0574	26.3519	25.9617	26.176	26.1874	26.2813	25.7388	26.0398	25.9436	26.263	26.0562	25.8511	25.9199	26.205	26.5249	25.7379	26.0465	26.0123	25.9618	26.2682	26.4179
PROT_0553												18.2511			16.9396					17.8485																									16.6701					
PROT_0554	18.8268	19.4299		18.9574	18.7739		19.1456	18.7253	19.2041	18.5098	18.1146	19.3782				18.3928	18.6945											19.2019	19.3873		18.4832			19.3925	18.6329			19.1186	18.4408	18.6026		18.0455		19.4171		18.8939	19.2582		18.8713	19.0781
PROT_0555	24.4957	24.3499	24.3441	24.4342	24.4315	24.4945	24.5008	24.5844	24.7475	24.9374	24.503	24.4458	24.854	24.6303	24.4559	24.7776	24.4183	24.8917	24.3602	24.6587	24.6798	24.6892	24.6834	24.3733	24.4409	24.3557	24.572	24.5432	24.5853	24.619	24.4318	24.7742	24.8581	24.4542	24.3281	23.9902	24.6663	24.6208	24.6801	24.7537	24.5645	24.6884	24.4516	24.4961	24.218	24.7907	24.8068	24.5921	24.3977	24.5764
PROT_0556	24.4683	24.5515	24.3973	24.6927	24.9242	24.3689	24.642	24.4897	24.6492	24.6595	24.3552	24.8219	24.6679	24.9252	24.3955	24.5454	24.3723	24.7554	24.3789	24.3033	24.3646	24.3345	24.83	24.4466	24.1776	24.3616	24.501	24.1	24.6948	24.4705	24.1888	24.7406	24.5271	24.7243	24.4455	24.4929	24.6535	24.6542	24.9452	24.8388	24.1897	24.2573	24.615	24.8772	24.757	24.442	24.7201	24.6413	24.542	24.3263
PROT_0557	20.372	20.3653	20.7238	20.8332	20.6793	20.7692	20.8909	20.5595	20.4508		20.3628	20.5947	20.7397	20.0719	20.5763	21.2912		20.6917	20.5313	20.3552	20.8045	20.3327	20.663	20.1013	20.4431	20.2807	20.6499			20.3686	20.8047	20.9067	21.1985	19.9461	20.2438	20.502	21.0237	20.8208	20.093	20.9119	19.8591	20.2799	20.4276		21.0759	19.9957	20.5536	21.0302	20.6738	
PROT_0558	20.0402	19.8144	19.7518	20.5319		20.4232	19.9368	20.0372	20.3004	19.9659	20.4256	20.1042		19.8607	19.8918	19.906		20.6142	20.5133	20.1275	20.3717	20.6468			20.6526	20.1483		19.4691	20.0053	20.2927	20.3033	20.6279	20.2208	20.8691	20.1706	20.4313	20.2183	20.2987		20.0017	19.9991	19.9818		20.1091		21.3267	19.8368		20.6564	19.3576
PROT_0559	24.3768	23.9301	23.4828	23.2398	24.0126	23.9766	24.2209	23.7608	23.7665	23.7491	24.0701	24.1382	24.0174	23.3966	23.7893	23.9453	24.0287	23.9842	23.5634	23.4928	23.8304	23.857	24.3926	23.6436	24.1409	24.1532	23.923	23.8502	23.8337	24.0332	23.7139	23.7608	23.8112	23.9462	24.0549	24.1273	24.1585	24.2325	23.7097	23.9126	23.6936	23.8918	23.8913	23.4564	24.0889	24.427	24.0665	24.1335	23.7669	23.6737
PROT_0560	22.1873	22.1226	22.443	22.483	22.4613	22.517		22.0844	22.5286	22.3387	22.1891	22.1613	21.786	22.445	21.9866	22.4811	21.9829	22.6977	22.4208	22.4893	22.6514	22.3923	22.0407	22.6003	22.4077	22.3066	21.7796	21.8472	22.7632	22.9964	22.341	21.8647	22.1106	22.2052	22.433	22.6005	22.0228	22.8494	22.5921	22.7691	21.8863	22.0633	22.1481	22.7205	22.46	22.389	21.8626	22.5979	22.4107	22.2229
PROT_0561	21.094	21.3692	21.0193	21.1081	21.5894	21.5634		21.0005	21.1632	21.1288	21.7773	21.3719	21.1058	20.8122	21.5658	21.4454	21.3549	20.592	20.8852	21.3965	21.1734	21.0609	21.6835	21.2262	21.2425	21.27	21.2136	21.2238	20.9683		21.4839	21.4233	21.4098	20.707	21.5358	21.3292	21.2783	21.569	20.9769	21.6271	21.0891	21.22	21.2321	21.2809	20.8557	21.7394	20.9047		20.8321	21.3784
PROT_0562	20.3625		20.9381	20.8768		20.8845	20.8098	20.9431	20.0351		20.1464	20.2977		20.6104	20.354	20.6166	20.0789	19.4662	19.7325	19.6295	20.2094	20.4098	20.4108	20.9448	20.7615		21.1924	20.3291			20.642	20.6076	21.2768	20.8241		20.6181	21.5308	20.6982	21.0047	20.5593	20.3071	20.7824	21.2272	21.3266	20.0442		20.9602	20.9637	20.9718	20.7047
PROT_0563	24.3738	24.6174	24.4935	24.418	24.4931	24.531		24.5347	24.7722	24.3717	24.3519	24.6789	24.357	24.664	24.301	24.7985	24.2762	24.3674	24.9348	24.6444	25.0166	24.5708		24.725	24.4575	24.6867	24.3553	24.3447	24.7095	24.5811	24.9154	24.4197	24.5474	24.3991	24.8063	24.5802	24.2426	24.4684	24.628	24.701	24.3405	24.2172	25.0491	25.2252	25.3543	25.3803	24.824	24.5717	24.6415	23.9815
PROT_0564	24.904	24.7215	25.4158	24.959	24.9402	25.2436	24.8848	24.628	25.13	24.8627	24.898	24.9179	25.1961	24.8172	25.0186	24.9876	24.7755	25.2839	25.1596	24.7561	25.1297	24.9192	24.9107	25.0074	24.6533	24.5751	24.8732	24.8717	24.7397	25.3054	25.2637	24.9706	25.1308	25.1444	25.1529	24.9775	24.6413	25.354	24.7961	25.247	25.3312	25.0137	25.2023	25.1669	24.9004	25.1273	24.9934	25.1933	25.0514	24.8912
PROT_0565	25.9638	25.7211	25.4998	25.8702	25.7829	25.5185	26.0507	25.7737	25.8657	25.6885	25.7972	25.5529	25.8711	25.8206		25.7091	25.8313	25.5369	26.0816	25.5931	25.816	25.748	25.6224	25.8742	25.9047	25.6151	25.6841	25.4598	25.737	26.0165	25.4077	25.6935	25.5761	25.5362	25.4441	25.6752	26.016	25.685	25.7422	25.8055	25.9268	25.8636	25.8403	25.6193	25.8986	25.7455	25.936	25.7158	25.752	25.8758
PROT_0566	26.0299	25.8822	25.7711	26.0223	25.3605	25.6963		25.4283	25.9361	25.3373	25.5309	25.5228	25.1887	25.8535	27.2994	26.9151	25.6807	25.7094	26.1483	25.3095	25.7257	25.6869	25.5795	25.6028	25.7666	25.3276	25.3986	25.4845	25.9542	25.5851	25.2643	25.6607	25.3777	25.6578	25.5761	25.7165	25.6714	25.5298	25.9648	25.5239	25.6273		25.6611	25.8692	25.6035	25.9313	25.901	25.4803	26.0688	25.438
PROT_0567	20.3026	19.9532	20.4979	20.0903	20.8311	20.3568	19.8593	19.5793	20.0482				20.5563		20.6784	19.9528	20.0782		20.3576	20.5261	20.7531			20.4767	20.5006	20.1949	20.5182	20.5865	20.2256	19.822	19.906		20.693	19.9764		21.0588	20.9028	20.6743	19.7476	20.5785	20.2282	20.5606	20.2828	20.3695	20.0127	20.7824	20.3636	20.1796	20.9402	20.7382
PROT_0568	21.7527	22.078	21.2633	21.9352	21.5508	21.332	21.9272	21.799	22.1891	22.0033	21.4399	22.0409		21.7124	21.8344	21.9972	21.9655	21.7021	22.096	22.0679	21.6574	21.8948	21.5743	21.6148		22.2336	21.4166	21.4261	21.9667	22.0341	21.4423	21.7573		21.5528	21.9952	22.1354	21.537	21.9931	21.6916	21.7005	21.6648	21.8399	21.5639	21.6763	21.3303	21.2027	22.0726	21.3777	22.0291	21.8141
PROT_0569	25.9456	26.1457	26.2382	26.1052	25.8795	26.1443	26.6562	25.9548	26.2167	26.231	25.9936	26.2766	26.139	26.1341	26.0114	25.9859	26.2945	25.8624	26.2681	25.8815	26.3455	26.1259	26.0423	25.9282	26.442	26.3804	26.2184	26.1797	26.0881	26.3566	26.0926	26.1762	25.959	25.9103	26.4467	25.8176	26.1777	26.1178	25.9455	26.2959	26.2142	26.4857	26.1876	25.7159	26.239	25.9876	26.3333	26.0299	26.1637	25.8735
PROT_0570	21.0259	20.6989	20.4645	20.5285	20.432		21.0714	20.3985	20.3116	20.4576			20.0912	19.9909	20.4505	19.9581	20.4437	19.8485	19.8055	20.1035	20.1165	20.916	20.8639	20.4985	20.4176	19.9119	20.21	20.2266	20.1523	20.2295	20.5434	20.4296	20.5123	20.8222	20.1491		20.3927	20.3834	20.2656		20.1432	20.4052	20.2614	21.1459		20.6675	20.5292	19.8298		
PROT_0571	23.8162	23.8763	23.917	23.9311	23.7648	23.3907	23.9522	24.0266	24.2273	23.9339	23.81	23.859	23.8256	23.3509	24.2928	23.6479	23.6363	23.9715	23.9676	23.8688	23.962	23.761	23.5982	23.7364	23.9081	23.8126	24.2464	23.5383	23.765	24.1182	23.6253	23.7875	23.7871	24.033	23.8836		23.8336	23.547	23.5694	24.0054	23.7618	23.6924	23.9162	23.7016	23.8674	23.4105		24.1171	24.1217	24.0743
PROT_0572	24.4656	23.9299	24.0171	23.8259	24.1119	24.3016	24.0846	24.0369	24.0225	23.9086	24.2	24.1268	22.9907	23.3608	23.1022	23.1124	23.9647	23.5424	23.7853	24.099	24.3612	23.9014	23.6831	23.8084	24.0657	24.0224	24.2326	23.8554	23.9631	24.2141	23.9869	24.4726	23.928	23.8404	24.2416	24.0423	24.0564	23.62	24.0065	24.6719	24.3745	23.9332	23.7911	23.6849	24.0423	24.1748	24.1893	23.7835	24.1356	23.8134
PROT_0573	21.4684	20.9966	20.7068	21.25	20.9825	20.9757	20.9525	20.7313	20.9886	20.7907	21.1223		20.9165	20.4617	20.2026	20.3361	21.3119	21.0613	21.056	21.2241	21.3677	20.8672	21.1954		21.2997	21.3022	21.2579	21.2482	21.4562	21.691	20.9414	21.9096	21.2081	20.6989	21.1002	21.1	20.9374	21.4687	20.8973	21.4253	20.917	21.6573	20.6332	21.4263	20.8298	21.0271	21.414	20.547	21.0306	21.5642
PROT_0574	23.132	23.2866	23.2995	23.2985	23.237	22.9053	23.0195	23.2212	23.6077	23.665	22.9385	23.4214	23.0546	23.4494	22.8973	23.0271	23.3637	23.2107	23.2609	23.5001	23.5782	23.1926	23.3806	23.3209	23.4391	23.165	22.9564	23.2795	23.3027	23.4577	23.1983	23.2768	23.6699	23.2004	22.9717		23.2948	22.9585	23.2906	23.2038	22.7629	22.9926	22.8191	23.4482	22.8947	23.3512	23.2545	23.3198	23.2335	23.0909
PROT_0575	25.1887	25.11	25.3751	25.5175	25.2636	25.3656	25.3831	25.2587	25.4397	25.4193	25.1853	25.4123	24.8393	24.9716	25.2801	25.2965		25.252	25.2961	25.6219	25.3791	25.1673	25.4444	25.622	25.305	25.3065	25.2099	25.052	25.6237	25.6901	24.8384	25.0789	25.086	25.387	25.7176	25.246		25.4726	25.5041	25.297	25.3504	25.3299	25.146	25.3478	25.7031	25.5358	25.4098	25.3409	25.7206	25.3873
PROT_0576	27.669	27.5911	27.4995	27.1906	27.5184	27.755	27.8041	27.7778	27.5402	27.4692	27.5528	27.4571	27.6883	27.3839	27.4223	27.6577	27.5228	27.467	27.6161	27.3528	27.5721	27.3709	27.6877	27.431	27.6204	27.5028	27.5284	27.5264	27.261	27.6133	27.6733	27.9252	27.6393	27.4027	27.5012	27.563	27.5367	27.9146	27.2771	27.4126	27.8246	27.7593	27.5966	27.4851	27.1144	27.7084	27.5753	27.5796	27.1726	27.439
PROT_0577	21.7917	22.0604	22.1212	21.8273	21.6729	21.8199	21.54	22.1693	22.083	21.595	21.7828	22.1437	22.0361	21.8173	21.7961	21.8286	21.722	21.7971	21.4657	22.0454	22.0152	22.1021	21.6876	21.5125	21.7507	21.8075	21.8571	21.0773	21.9876	22.0321	21.7539	21.8469		22.0735	22.2301	21.9382	21.7731	22.2652	22.0629	21.9538	21.9707	21.6917	21.3592	22.0337	21.7867	21.5028	21.7258	21.6528	22.0025	21.9724
PROT_0578	21.8291	21.5066	21.9646	22.3889	21.8881	21.6671	22.3075	21.5571	21.9767	21.4347	21.7046	21.7175	21.9218	22.1055	21.885	21.9319	21.9909	21.4374	21.723	21.4294	21.7609	22.3318	22.0481	21.6498	21.2951	22.0598	21.7574	21.1123	21.8796	21.7719	21.8814	21.5674	21.6521	21.8284	21.8021	22.1636	22.0086		22.2953		21.6136	21.6004	21.8596		21.7326	21.7412	22.1234	21.7438		21.4008
PROT_0579	23.3772	23.4098	23.516	23.4763	24.0323	23.5269	24.0697	23.4265	23.7355	23.6776	23.8901	24.022	23.3963	23.3809	23.946	23.7546	23.7378	23.4757	23.8204	24.2262	23.2754	23.6429		23.6071	23.6742	23.0677	23.8084	23.5913	23.623	23.5703	23.6903	23.7046	23.8489	23.5801	24.0576	23.2514	24.0131	23.75	23.3763	23.9677	23.8928	23.8712	23.6216	23.6249	23.6334	23.4521	23.5522	23.7423	23.8326	23.7328
PROT_0580	18.359						19.5498	19.1804	19.0684	18.9703	18.8318	20.4768	19.6283			19.3756			18.8793	19.1575	19.2969	19.2569	19.295		18.7493	19.6122				19.2872	18.9583	18.8636			19.3725		19.134	18.8357	18.5658	19.6105	19.6586	19.8618	18.8341	19.7126			20.0946	19.4563		18.9874
PROT_0581	23.0376	22.8619		22.8943	22.9528	22.7332	22.9163	22.8151	23.6172	23.0028	22.5072	22.8867	24.2322	23.9044	23.809	23.6293	22.8365	23.0435	22.8592	22.9124	22.8194	22.6901	22.2544	22.5325	22.9493	22.9745	22.5444	22.5145	23.1382	22.9408	22.6729	22.6722	23.2672	23.0221	22.868	22.9017	22.4274	22.8963	23.2422	22.9165	22.9784	22.7458	22.8203	22.6751	22.7858	22.9602	23.4863	22.8319	23.1749	22.965
PROT_0582	19.5308	18.9529	18.6758	18.5495	19.3301		19.262	19.3356		18.9377		19.0985	18.834	19.5889	19.1751		18.8543				18.9242	19.9267	19.5834	19.6385	18.9445		19.5356		19.1525	19.5608	18.7151	18.7156	18.8991	18.7206	19.663	19.9981	19.3886	19.5065		19.6623	19.1917	19.4566	19.7106	19.3966	19.5884	19.7422		19.3954		
PROT_0583	24.8609	24.3855	24.4295	24.2264	24.6541	24.5414	24.8158	24.6622	24.7374	24.5436	24.6876	24.8347	24.8284	24.8656	24.6771	24.2818	24.9478	24.4609	24.333	24.8289	24.5335	24.4279	24.8053	24.2225	24.3507	24.9351	24.505	24.4778	24.3907	24.6196	25.0783	24.3435	24.8412	24.3229	24.8708	24.5206	24.8707	24.6277	24.5452	24.4455	24.6688	24.5267	24.5493		24.6963	24.7872	24.4212	24.4297	24.4888	24.4491
PROT_0584	21.8665	22.118	21.728	21.8892	21.6739	21.9641		22.0347	22.5473	22.388	22.0917	22.0463	21.9393	22.2059	22.247	22.0357	22.0788	21.7497	21.7561	22.1314	22.3053	22.2206	21.709	21.7981	22.3026	21.9028	22.2033	22.0028		22.2577	21.8783	22.0695	21.8911	22.0841	22.9128	22.4099	22.0993	21.9069	22.7274	22.563	22.081	21.7821	21.8914	22.0881	22.0866	22.2066	22.5315	21.8409	22.0935	22.5046
PROT_0585	25.9919	25.8172	25.4851	25.7785	25.9947	25.9702	26.3148	25.8085	25.6437	25.9665	25.9312	25.6993	25.457	25.3978	26.094	26.0152	26.2254	25.8789	25.7173	25.8435	26.0846	26.1211	25.8717	25.8189	26.0371	25.9178	25.7995	25.3682	25.7525	26.1244	26.0326	25.8117	25.8428	25.7046		26.0579	25.996	25.9723	25.3538	25.9853	25.8168	25.8639		25.4967	26.0534	26.0436	26.027	25.7352	25.3183	25.8463
PROT_0586	20.1466	20.6805	19.4814	20.0449	21.2401	20.3988	21.1428	20.452	21.1073	20.3045	20.1729	20.3569	20.6107	20.5698	20.9128	20.6442		19.7817	20.8712	21.3124	20.5523	21.1053	20.1169	20.821	20.4352		19.8354	20.4384	20.3026	20.8364	19.7949	20.449	20.8087	20.6238	20.2	19.951		20.456	20.78	20.7058		20.6946	20.6049	20.1332	20.0952	20.045	20.7098	20.6296	20.4531	20.8303
PROT_0587	23.3897	23.4199	22.9865	23.2079	22.7721	22.7571	23.2932	22.8185	23.3292	23.3721	23.0166	22.6928	22.9027	23.3859	23.1667	23.1569	23.3362	22.8625	23.0953	23.0645	23.1049	23.0385	23.3098	22.864	23.171	22.8865	23.1584	23.2489	23.1385	23.0756	22.9324	22.9455	23.5363	23.0162	23.1761	22.9891	22.6781	23.1477	23.2585	22.9225	23.4982	23.6232	22.9556	23.1535	22.5454	23.0457		23.2143	23.0047	23.3348
PROT_0588	22.7051		23.3255	23.2725	23.4892	23.2608	23.1751	23.5397	23.4207	23.0769	22.8481	23.0985	23.3575	23.2418	23.1913	23.4419	23.4456	23.5538	23.1873	23.0627	23.0414	23.178	23.3232	23.2116	23.2466	23.5065	22.8586	23.1173	23.3696	23.6674	22.9175	22.7955	23.9738	23.0953	23.4257		23.2926	23.2924		23.4395	23.4796	23.1231	23.0932	23.3508	23.2291	23.4178	23.0051	22.8519	23.2377	23.4454
PROT_0589	22.9165	21.8947	22.5277	22.6111	22.9844	22.2613	22.5298	22.4394	22.828	22.7258	22.1659	21.9583	22.4245	22.7195	22.4084	22.6975	22.3627	22.4132	22.8386	22.7754	22.6814	22.4377	22.4917	22.4106	22.1714	22.0972	22.4028	22.0521	22.5896	22.676	22.3369	22.507	21.941	22.039	22.5649	22.6367	22.5956		22.525	22.6352	22.7089	22.0281	22.3919	22.2949	22.5085	22.52	22.3816	22.5488	22.8041	22.5163
PROT_0590	24.9993	24.9962	24.7537	24.8695	25.5986	25.5059	24.9415	25.3602	25.2196	25.0576	25.1291	25.0415	25.1945	25.1608	25.0627	24.8581	24.7848	25.0213	25.2639	24.7643	25.1189	24.7113	25.0224	24.8354	24.8114	24.887	25.0671	25.0726	25.2806	25.1507	24.8899	24.7714	25.5656	24.8629	25.0021	25.2369	25.2606	25.3794	25.085	25.1591	25.3224	25.354	25.2059	25.1404	24.9507	25.3175	25.1129	25.1218	25.0449	25.0346
PROT_0591	20.753	20.9251	20.0894	20.3111	20.3616	20.4254	20.9551	20.8173	19.9971	19.7329	20.2439	20.7929	20.5367	20.5815	20.407	20.473	20.533	20.9989	20.4377	20.3595	20.8645	20.4008	20.3442		20.5039	20.2995	20.3632	20.697		20.2928	20.6915	21.4703	20.7099	20.6698	20.2122	20.1251	20.6579	20.6996	20.7958	20.6307	20.7613	20.7892	19.9639	20.3601	20.2291	20.3737		20.181	20.655	20.044
PROT_0592	23.2541	23.1312	23.4439	23.6011	22.9827	23.2649	23.0276	23.7277	23.8515		23.1749	23.404	23.957	23.3592	23.3124	23.3979	23.3404	23.6395	23.4382	23.3443	23.5667	23.177	23.252	23.6836	23.5507	23.4019	23.1396	23.3883	23.8413	23.1054	23.1045	23.0018	23.758	23.7105	23.3578	23.5628	23.0789	23.9044	23.6458	23.6754	23.8548	23.3157	23.6808	23.7089	23.4528	23.6289	23.3413	23.7205	23.4654	23.2874
PROT_0593	22.7726	22.5191	22.1437		22.8692	22.0898	22.2352	22.8419	22.6291	22.5035	22.4421	22.6605	22.6733	22.5158	22.1539	22.4397	22.5792	22.3409	22.2421	22.5278	22.9008	22.5271	22.3026	22.199	22.4315	22.5035	22.5338		22.5354	21.9606	22.3023	22.4658	22.3924	22.0013	21.9062	22.0092	22.3769	22.3544	22.3918	22.2584	22.4837	22.6137	22.194	22.5008	22.2477	22.4567	22.4036	22.1882	22.3866	22.0157
PROT_0594	20.9497	20.7972	21.0624	20.7677	21.3853	21.8168	21.3919	21.1688	20.9577	21.2832	21.6201	21.7058	20.8752	20.6139	20.7474	22.0553	21.5171	21.3286	21.4183	21.1002	21.0086	21.1575	21.324		20.5578	20.9946	21.1478	20.9075	21.0545	20.7773	20.9686	20.698	21.2368	21.0492	20.7624		21.0236		21.0199	21.5331	20.8616	21.392	21.5833	20.8788	21.0633	21.1064	21.2068	21.0269	20.7949	21.1094
PROT_0595	26.3036	26.5205	26.4822	26.1376	26.2331	26.4856	26.2852	26.3034	26.5265	26.6584	26.2727	26.3864	26.6117	26.4914	26.6136	26.3246	26.4404	26.4413	26.5998	26.4879	26.3802	26.5393	26.3452	26.5749	26.2966	26.4375	25.9136	26.2639	26.1683	26.5947	26.3244	26.2644	26.3829	26.1921	26.5388	26.7929	26.2616	26.1806	26.4342	26.5711	26.2312	26.2699	26.5861	26.5501	26.4954	26.4104	26.6359	26.5241	26.4294	26.7378
PROT_0596	22.4716	22.4649	23.2567	22.4723	22.1708	21.8459	22.2533	22.7562	22.5712	21.986	22.3966	22.4931	22.8381	22.2612	22.4183	22.6071	22.8028	23.2719	22.2231	22.0516	22.7023	22.4283	22.8294	22.1925		22.389	22.3698	22.6483	22.6988	21.9045	21.9902	22.6176	22.7836	22.6807	22.3838	22.7385	22.4377	22.6729	22.7677	22.4365	22.5342	22.6804	23.2065	22.1208	22.2758	22.5218	22.8369	22.5928	22.6852	22.3304
PROT_0597	21.2697	21.3059	21.9307	21.4208	21.3499	21.7234	21.3841	21.6955	21.8683	21.5796	21.6159	21.7463	21.4816		21.8702	22.1342		21.3193	21.2686	21.2694	21.728	21.4433	21.8253	21.3415	21.5771	21.8019	21.0487	21.8394	21.3779	21.2169	21.8952	21.239	21.8614		21.3138	21.802	21.4648	21.6474	21.5055	21.0148	22.0391	21.8676	21.7151	21.4192	21.5999	22.0652	21.5409	21.7326	21.8657	21.7278
PROT_0598	25.6257	25.3659	25.4228	25.4605	25.6004	25.7235	25.6512	25.7714	25.5959	25.7249	25.2927	25.7917	25.4228	25.3227	25.5175	25.7418	25.6364	25.513	25.1629	25.7561	25.5757	25.5339	25.4288	25.3995	25.6854	25.3546	25.4061	25.2772	25.4343	25.4968	25.7035	25.5108	25.8553	25.0849	25.788	25.6401	25.2805	25.419	25.7883	25.7573	25.5369	25.5064	25.4772	24.9843	25.4045	25.6487	25.6404	25.6249	25.4825	25.6507
PROT_0599	22.0015	22.2405	21.7619	21.4744	22.3274	21.8135	22.0033	22.4579	21.9407	22.5466	21.8129	21.5274	22.5987		22.4541	22.0327	22.0358	22.2015	21.7334	22.4966	22.4694	22.159	22.3686	22.1644	22.6862	22.3721	22.2864	22.1787	22.0971	22.5738	22.2767	22.2761	22.6906	21.8137	22.5437	21.8346	22.3119	22.4958	21.9212	22.5765	22.4016	22.225	21.6369	22.0986	22.4827	21.8939	22.3053	22.1741	22.0326	22.1695
PROT_0600	22.5606	22.8319	22.5114	22.6266	23.0478	22.8741	21.8469	22.4474	22.6847	23.0327	22.5614	22.4721	22.7033	22.1554	22.8834	22.4569	22.4709	22.2224	22.3236	22.3927	22.3245	22.4047	22.6442	22.5134	22.3543	21.9609	22.6823	22.7203		23.025	22.1887	22.6266	22.972	22.5547	22.773	22.2502	22.6094	22.9124	22.6001	22.2338	22.3505	22.806	22.3913	22.3907	22.6736	22.4438	22.5415	22.9567		22.3485
PROT_0601	21.1381	21.3265	20.8945	21.293	20.898	21.4419	20.4891	20.9478	20.9136		20.3323	20.5452	21.1565	21.0092	20.7647		21.1327	21.4777	20.8159	20.301	21.3641	20.7833	20.7104	20.9881		21.2662	20.5328	21.1158		21.0427	20.6283	20.8842	20.7365	20.6543	20.5468	20.5549	20.875	21.0668	20.4798	20.6243	20.6065	21.0464	20.809	21.4657	20.7263	20.3919	20.866	20.9264	20.7364	21.2965
PROT_0602	24.6655		24.6292	24.8414	25.0611	24.9072	24.6896	24.5513	24.7478	24.5484	24.2415	24.7663	24.7816		25.0452	24.5032	24.8574	24.6439	24.8308	24.4122	24.6042	24.8963	24.5706	24.3601	24.8143	24.5916	24.6641	24.3506	24.6312	24.775	24.4906	24.2639	24.4081	24.7879	24.8534	24.59	24.7319	24.6436	24.5217	24.9361	24.4911	24.6392	24.4253	24.5515	24.801	24.7349		24.5671	24.4368	24.8998
